seed,method,alpha,run_name,run_id,final_val_loss,tail5_val_loss_mean,normalized_val_auc,initial_val_loss,init_sha256,derived_script_sha256,metrics_rows,checkpoint_transferred,quality_usable,memory_usable,timing_usable
2024,alpha0p25,0.25,mainconf_r1_block_alpha_confirmatory_alpha0p25_seed2024_20260727T105514+0000,ade0952c7202,3.261,3.2692799999999997,3.6148645161290323,10.9462,dcd2b4aaa59b03d26ca117c77e518cd588fa907991f73a386629d058431e6176,d978965c4397ba193b840c68b3b61149391cd8c97f3e99addfe001fc92209d14,6263,False,True,True,False
2024,alpha0p50,0.5,mainconf_r1_block_alpha_confirmatory_alpha0p50_seed2024_20260727T105514+0000,a82cc7d0c0b3,3.2617,3.2699399999999996,3.6148620967741936,10.9462,dcd2b4aaa59b03d26ca117c77e518cd588fa907991f73a386629d058431e6176,219bae13981f57223a73fa733fbbdfb3bb4768cd032410ae6a4a6468f4ff26d2,6263,False,True,True,False
2024,alpha0p75,0.75,mainconf_r1_block_alpha_confirmatory_alpha0p75_seed2024_20260727T105514+0000,f9a19fa7d4cc,3.2615,3.26978,3.6151701612903224,10.9462,dcd2b4aaa59b03d26ca117c77e518cd588fa907991f73a386629d058431e6176,abef71e208d159351db6cbe43516b77ea786099833172db1a03626d954d4e3e5,6263,False,True,True,False
2024,alpha0,0.0,mainconf_r1_block_alpha_confirmatory_alpha0_seed2024_20260727T105514+0000,070d8b56c9f6,3.2622,3.27046,3.6160806451612904,10.9462,dcd2b4aaa59b03d26ca117c77e518cd588fa907991f73a386629d058431e6176,7e898d9830b808de4cca6f8ac11aa9fa219df24ac677abea6ac52f8d633fcd35,6263,False,True,True,False
2025,alpha0p25,0.25,mainconf_r1_block_alpha_confirmatory_alpha0p25_seed2025_20260728T000933+0000,a90b5e8141ec,3.2598,3.26802,3.6116008064516127,10.9869,0abcd1466c19b502419173203779819e00d30996f4b235cb131d20641da3696a,d978965c4397ba193b840c68b3b61149391cd8c97f3e99addfe001fc92209d14,6263,False,True,True,False
2025,alpha0p50,0.5,mainconf_r1_block_alpha_confirmatory_alpha0p50_seed2025_20260728T000933+0000,c7830df85b63,3.2588,3.26706,3.6108120967741937,10.9869,0abcd1466c19b502419173203779819e00d30996f4b235cb131d20641da3696a,219bae13981f57223a73fa733fbbdfb3bb4768cd032410ae6a4a6468f4ff26d2,6263,False,True,True,False
2025,alpha0p75,0.75,mainconf_r1_block_alpha_confirmatory_alpha0p75_seed2025_20260728T000933+0000,e36ea1cfdf7f,3.259,3.2672199999999996,3.6114540322580644,10.9869,0abcd1466c19b502419173203779819e00d30996f4b235cb131d20641da3696a,abef71e208d159351db6cbe43516b77ea786099833172db1a03626d954d4e3e5,6263,False,True,True,False
2025,alpha0,0.0,mainconf_r1_block_alpha_confirmatory_alpha0_seed2025_20260728T000933+0000,944f834c7607,3.2601,3.26828,3.6131661290322583,10.9869,0abcd1466c19b502419173203779819e00d30996f4b235cb131d20641da3696a,7e898d9830b808de4cca6f8ac11aa9fa219df24ac677abea6ac52f8d633fcd35,6263,False,True,True,False
