event_id,unit_count,endpoint_harm_positive_count,endpoint_harm_mean,full_pooled_spearman,full_origin_centered_spearman,norm_origin_centered_spearman,first_origin_centered_spearman,full_sign_accuracy,local_taylor_median_relative_error,directional_geometry_supported,curvature_increment_supported
production_refresh_32,12,12,0.004579928443003617,0.8531468531468531,0.16783216783216784,0.7202797202797203,0.1258741258741259,1.0,0.00010415469773904847,False,False
delayed_refresh_64,12,12,0.0023963673994138366,0.43356643356643354,0.06293706293706294,0.34965034965034963,0.06293706293706294,0.9166666666666666,0.0002750877104661832,False,False
