all_values_finite,coordinate_count,data_replica,event_id,float64_slice_condition_after,float64_slice_condition_before,float64_slice_inverse_residual_after,float64_slice_inverse_residual_before,float64_slice_resolvent_relative_residual,float64_slice_svd_polar_change_on_ns5_update_slice,layer_index,origin,paper_primary_claim_eligible,schema_version,warning
True,128,3,delayed_refresh_64,894.2764820398525,866.0723827760842,11.247619601544006,21.019243364911585,0.736218016304191,0.6978564613612446,0,early_newton_full,False,mdp05_float64_slice_diagnostic_v1,inverse of a principal A slice is not the principal slice of the full inverse
True,128,3,delayed_refresh_64,1668.6224709655967,1598.2853459694595,9.01174372259027,39.13090779864262,0.6032560292472746,0.7585280719521574,17,early_newton_full,False,mdp05_float64_slice_diagnostic_v1,inverse of a principal A slice is not the principal slice of the full inverse
True,128,3,delayed_refresh_64,52.49186593052218,73.99249589791407,1.571653255645143,4.967616562771006,0.21545342063608194,0.664457388732862,3,early_newton_full,False,mdp05_float64_slice_diagnostic_v1,inverse of a principal A slice is not the principal slice of the full inverse
True,128,3,delayed_refresh_64,58.19402710471467,80.34458788265822,1.7525262245534015,7.781486465616593,0.18066388922047358,0.7482632228515105,8,early_newton_full,False,mdp05_float64_slice_diagnostic_v1,inverse of a principal A slice is not the principal slice of the full inverse
True,128,3,production_refresh_32,206.2771589812414,188.22819211087662,5.982660643529594,10.708695572284991,0.7109856669445831,0.7177495552011842,0,early_newton_full,False,mdp05_float64_slice_diagnostic_v1,inverse of a principal A slice is not the principal slice of the full inverse
True,128,3,production_refresh_32,392.6892040196335,398.2904229935658,4.30036161700648,15.088904205681366,0.5076356865424826,0.758991434918084,17,early_newton_full,False,mdp05_float64_slice_diagnostic_v1,inverse of a principal A slice is not the principal slice of the full inverse
True,128,3,production_refresh_32,54.38434719008763,40.80778598959542,1.4585320979097922,3.4357627081075446,0.2850492844550162,0.6920836015978119,3,early_newton_full,False,mdp05_float64_slice_diagnostic_v1,inverse of a principal A slice is not the principal slice of the full inverse
True,128,3,production_refresh_32,48.998281255909234,62.353059991935815,1.3832704710492871,6.0919377339745235,0.2025144758213133,0.7495351098700308,8,early_newton_full,False,mdp05_float64_slice_diagnostic_v1,inverse of a principal A slice is not the principal slice of the full inverse
