architecture,candidate,classification,pooled_global_block4_median_update_drift,maximum_equivariant_control_drift,effect_to_control_multiple,early_checkpoint_step,early_update_drift_median,early_update_drift_p95,late_checkpoint_step,late_update_drift_median,late_update_drift_p95,block4_is_original_newton_muon,block4_is_primary_baseline,official_original_newton_muon_control,evidence_level,interpretation,claim_not_authorized
LLaMA-1B,contiguous_block4,strong_non_invariance,0.34472287609065727,0.015931609890260972,21.63766740870219,1000,0.3105255208424539,0.5520233821714875,6200,0.39217420020354976,0.5823940106255951,False,False,newton_full,limiting,A contiguous four-block LLaMA down-projection approximation depends on an arbitrary hidden-neuron coordinate partition.,block4 underperforms or outperforms primary optimizers in full training
