event_id,unit_count,positive_units,normalized_harm_mean,normalized_harm_median,normalized_harm_min,normalized_harm_max,raw_harm_mean,raw_harm_median,raw_harm_min,raw_harm_max,first_order_median_relative_error,full_taylor_median_relative_error,full_taylor_max_relative_error,curvature_local_error_reduction_fraction,origin_eta_squared_harm,directional_geometry_supported,curvature_increment_supported
delayed_refresh_64,12,12,0.0023963673994138366,0.002340664269586401,0.0017700769719275478,0.003229759787551245,0.007838567097981771,0.007599472999572754,0.005238771438598633,0.011316776275634766,0.07772301271980632,0.0002750877104661832,0.0037889906939338235,0.9964606658846604,0.9797933270618817,False,False
production_refresh_32,12,12,0.004579928443003617,0.004526228021556111,0.0029177697269255898,0.006554576551111246,0.015074710051218668,0.014687418937683105,0.008728265762329102,0.022966623306274414,0.03834095285368186,0.00010415469773904847,0.0014968295277598797,0.9972834608952853,0.958635080956031,False,False
