arm,n,mean_final_val_loss,sample_sd_final_val_loss,mean_tail5_val_loss,mean_normalized_val_auc,mean_k_state_mib,mean_optimizer_state_bytes,mean_peak_memory_allocated_mib,mean_loss_benefit_vs_all_none,mean_loss_benefit_per_k_state_mib,timing_usable,descriptive_mean_loss_rank
c_fc_c_proj_diag,3,3.2719666666666667,0.0008144527815247453,3.280413333333333,3.621740860215054,0.3515625,648886276.0,37704.0,0.005633333333333527,0.016023703703704255,False,1
c_proj_diag,3,3.273,0.0004358898943539684,3.28174,3.624325537634408,0.28125,648812548.0,37704.0,0.004600000000000086,0.01635555555555586,False,2
o_proj_diag,3,3.2767666666666666,0.0006506407098648133,3.285493333333333,3.6305021505376343,0.0703125,648591364.0,37703.0,0.0008333333333333156,0.0118518518518516,False,3
c_fc_diag,3,3.2767999999999997,0.0011357816691600078,3.28538,3.6302298387096776,0.0703125,648591364.0,37704.0,0.000800000000000208,0.011377777777780736,False,4
all_none,3,3.2776,0.0006928203230274746,3.2863466666666667,3.6328755376344084,0.0,648517636.0,37703.0,0.0,,False,5
