checkpoint_cell,checkpoint_stage,checkpoint_method,source_method,data_replica,trajectory_node,optimizer_step,heldout_loss,normalized_loss,loss_delta_from_step0,relative_loss_delta_from_step0,arm,source_trajectory_node
early_newton_full,early,newton_full,newton_full,1,shared_all,16,3.5658316612243652,0.9976109256677512,-0.008539438247680664,-0.0023890743322488215,frozen_down_refresh,shared_all
early_newton_full,early,newton_full,newton_full,1,shared_no_down,32,3.56707501411438,0.9979587778787872,-0.007296085357666016,-0.002041222121212788,frozen_down_refresh,shared_no_down
early_newton_full,early,newton_full,newton_full,1,shared_no_down,48,3.5903148651123047,1.0044605792729842,0.01594376564025879,0.00446057927298421,frozen_down_refresh,shared_no_down
early_newton_full,early,newton_full,newton_full,1,frozen,64,3.5903127193450928,1.0044599789527735,0.015941619873046875,0.0044599789527734095,frozen_down_refresh,frozen
early_newton_full,early,newton_full,newton_full,1,frozen,80,3.5941643714904785,1.0055375537311602,0.019793272018432617,0.005537553731160201,frozen_down_refresh,frozen
early_newton_full,early,newton_full,newton_full,1,frozen,96,3.5904507637023926,1.0044985995530016,0.01607966423034668,0.0044985995530015714,frozen_down_refresh,frozen
early_newton_full,early,newton_full,newton_full,1,frozen,112,3.5859131813049316,1.0032291224138956,0.011542081832885742,0.003229122413895572,frozen_down_refresh,frozen
early_newton_full,early,newton_full,newton_full,1,frozen,128,3.5758068561553955,1.0004016809232712,0.0014357566833496094,0.0004016809232711395,frozen_down_refresh,frozen
early_newton_full,early,newton_full,newton_full,1,shared_all,0,3.574371099472046,1.0,0.0,0.0,production_newton_muon,shared_all
early_newton_full,early,newton_full,newton_full,1,shared_all,16,3.5658316612243652,0.9976109256677512,-0.008539438247680664,-0.0023890743322488215,production_newton_muon,shared_all
early_newton_full,early,newton_full,newton_full,1,production,32,3.569408893585205,0.9986117261614011,-0.00496220588684082,-0.001388273838598842,production_newton_muon,production
early_newton_full,early,newton_full,newton_full,1,production,48,3.617758274078369,1.0121384079601392,0.04338717460632324,0.012138407960139272,production_newton_muon,production
early_newton_full,early,newton_full,newton_full,1,production,64,3.617959976196289,1.0121948380599546,0.043588876724243164,0.012194838059954513,production_newton_muon,production
early_newton_full,early,newton_full,newton_full,1,production,80,3.6207168102264404,1.0129661161263417,0.04634571075439453,0.012966116126341791,production_newton_muon,production
early_newton_full,early,newton_full,newton_full,1,production,96,3.6098084449768066,1.0099142882813692,0.03543734550476074,0.009914288281369282,production_newton_muon,production
early_newton_full,early,newton_full,newton_full,1,production,112,3.6006526947021484,1.0073527886441294,0.02628159523010254,0.007352788644129445,production_newton_muon,production
early_newton_full,early,newton_full,newton_full,1,production,128,3.5844168663024902,1.0028104991202307,0.010045766830444336,0.002810499120230731,production_newton_muon,production
