method,display_name,family,seeds,n_seeds,final_val_mean,final_val_sd,best_val_mean,tail3_mean,tail3_between_seed_sd,tail5_mean,tail5_between_seed_sd,normalized_auc_mean,normalized_auc_sd,peak_memory_mib_mean,optimizer_state_mib_mean,final_rank,tail3_rank,tail5_rank,auc_rank
diag,Newton–Muon diag,core_frozen,"2024,2025,2026",3,3.2611000000000003,0.001113552872566081,3.2611000000000003,3.264277777777778,0.0011606192472284973,3.2693,0.0011594826432509409,3.6151591397849465,0.0021457982217976943,38304.0,780.7558631896973,1,1,1,1
block4,Newton–Muon block4,core_frozen,"2024,2025,2026",3,3.2622,0.0011357816691601056,3.2622,3.2653999999999996,0.0011930353445448036,3.2704799999999996,0.0012229472596965393,3.6159680107526886,0.0020853591780531267,39168.0,996.4746131896972,2,2,2,2
none,Newton–Muon none,core_frozen,"2024,2025,2026",3,3.266666666666667,0.0006658328118480661,3.266666666666667,3.269922222222222,0.0006619276003825641,3.274993333333333,0.00066161418767567,3.6241255376344093,0.0015663101481047837,38304.0,780.4746131896973,3,3,3,3
moonlight_r1scale,Moonlight Muon,extended_pilot_tuned,"2024,2025,2026",3,3.2749666666666664,0.00045092497528212487,3.2749666666666664,3.279577777777778,0.0004501028689004928,3.2867266666666666,0.00047173438854224625,3.652248387096775,0.0007426832662196051,37703.0,618.4746131896973,4,4,5,5
muon,Muon,core_frozen,"2024,2025,2026",3,3.277133333333333,0.0002516611478424483,3.277133333333333,3.2805,0.0002848001248439903,3.28574,0.00029051678092657974,3.633385752688172,8.198219606551589e-05,37703.0,618.4746131896973,5,5,4,4
normuon_r1scale,NorMuon,extended_pilot_tuned,"2024,2025,2026",3,3.3344666666666662,0.0009237604307032994,3.3344666666666662,3.337666666666667,0.0009237604307032996,3.3427133333333336,0.0009308777220092888,3.7274099462365604,0.0009090131172769287,37703.0,618.7910194396973,6,6,6,6
adamw_low,AdamW,extended_pilot_tuned,"2024,2025,2026",3,3.4004333333333334,0.004691836882643361,3.4004333333333334,3.404244444444444,0.004707598271038131,3.410086666666667,0.004736510670666641,3.860810752688172,0.02121934926559403,38026.0,942.474796295166,7,7,7,7
