suite,seed,method,validation_loss_threshold,first_wandb_step_at_or_below,time_elapsed_at_first_step_s
wikitext24l_12k_lr001,2024,paper_block4,3.8,,
wikitext24l_12k_lr001,2024,paper_block4,3.7,,
wikitext24l_12k_lr001,2024,paper_block4,3.6,,
wikitext24l_12k_lr001,2024,paper_block4,3.55,,
wikitext24l_12k_lr001,2024,paper_block4,3.5,,
wikitext24l_12k_lr001,2025,diag_cproj_k,6.2,1000.0,111.51014733314514
wikitext24l_12k_lr001,2025,diag_cproj_k,6.1,1000.0,111.51014733314514
wikitext24l_12k_lr001,2025,diag_cproj_k,6.0,1500.0,166.0592474937439
wikitext24l_12k_lr001,2025,diag_cproj_k,5.8,1500.0,166.0592474937439
wikitext24l_12k_lr001,2025,diag_cproj_k,5.7,2000.0,220.8962724208832
wikitext24l_12k_lr001,2025,diag_cproj_k,5.6,2500.0,275.2391555309296
wikitext24l_12k_lr001,2025,diag_cproj_k,5.5,3000.0,329.7600750923157
wikitext24l_12k_lr001,2025,diag_cproj_k,5.2,4000.0,438.7095823287964
wikitext24l_12k_lr001,2025,diag_cproj_k,5.1,6500.0,693.2895257472992
wikitext24l_12k_lr001,2025,diag_cproj_k,5.0,8000.0,843.4348545074463
wikitext24l_12k_lr001,2025,diag_cproj_k,4.0,,
wikitext24l_12k_lr001,2025,diag_cproj_k,3.9,,
wikitext24l_12k_lr001,2025,diag_cproj_k,3.8,,
wikitext24l_12k_lr001,2025,diag_cproj_k,3.7,,
wikitext24l_12k_lr001,2025,diag_cproj_k,3.6,,
wikitext24l_12k_lr001,2025,diag_cproj_k,3.55,,
wikitext24l_12k_lr001,2025,diag_cproj_k,3.5,,
wikitext24l_12k_lr001,2025,muon_blog,6.2,1000.0,102.90547251701356
wikitext24l_12k_lr001,2025,muon_blog,6.1,1500.0,153.3777859210968
wikitext24l_12k_lr001,2025,muon_blog,6.0,1500.0,153.3777859210968
wikitext24l_12k_lr001,2025,muon_blog,5.8,2000.0,202.24785494804385
wikitext24l_12k_lr001,2025,muon_blog,5.7,2500.0,250.3070924282074
wikitext24l_12k_lr001,2025,muon_blog,5.6,3500.0,346.90914392471313
wikitext24l_12k_lr001,2025,muon_blog,5.5,3500.0,346.90914392471313
wikitext24l_12k_lr001,2025,muon_blog,5.2,,
wikitext24l_12k_lr001,2025,muon_blog,5.1,,
wikitext24l_12k_lr001,2025,muon_blog,5.0,,
wikitext24l_12k_lr001,2025,muon_blog,4.0,,
wikitext24l_12k_lr001,2025,muon_blog,3.9,,
wikitext24l_12k_lr001,2025,muon_blog,3.8,,
wikitext24l_12k_lr001,2025,muon_blog,3.7,,
wikitext24l_12k_lr001,2025,muon_blog,3.6,,
wikitext24l_12k_lr001,2025,muon_blog,3.55,,
wikitext24l_12k_lr001,2025,muon_blog,3.5,,
wikitext24l_12k_lr001,2025,no_cproj_k,6.2,1000.0,110.5836865901947
wikitext24l_12k_lr001,2025,no_cproj_k,6.1,1000.0,110.5836865901947
wikitext24l_12k_lr001,2025,no_cproj_k,6.0,1500.0,165.5096960067749
wikitext24l_12k_lr001,2025,no_cproj_k,5.8,1500.0,165.5096960067749
wikitext24l_12k_lr001,2025,no_cproj_k,5.7,2000.0,219.64571261405945
wikitext24l_12k_lr001,2025,no_cproj_k,5.6,2500.0,274.000470161438
wikitext24l_12k_lr001,2025,no_cproj_k,5.5,3000.0,327.883192062378
wikitext24l_12k_lr001,2025,no_cproj_k,5.2,4000.0,435.7270381450653
wikitext24l_12k_lr001,2025,no_cproj_k,5.1,8000.0,835.7684836387634
wikitext24l_12k_lr001,2025,no_cproj_k,5.0,,
wikitext24l_12k_lr001,2025,no_cproj_k,4.0,,
wikitext24l_12k_lr001,2025,no_cproj_k,3.9,,
wikitext24l_12k_lr001,2025,no_cproj_k,3.8,,
wikitext24l_12k_lr001,2025,no_cproj_k,3.7,,
wikitext24l_12k_lr001,2025,no_cproj_k,3.6,,
wikitext24l_12k_lr001,2025,no_cproj_k,3.55,,
wikitext24l_12k_lr001,2025,no_cproj_k,3.5,,
wikitext24l_12k_lr001,2025,paper_block4,6.2,1000.0,120.22898197174072
wikitext24l_12k_lr001,2025,paper_block4,6.1,1500.0,179.06762766838074
wikitext24l_12k_lr001,2025,paper_block4,6.0,1500.0,179.06762766838074
wikitext24l_12k_lr001,2025,paper_block4,5.8,1500.0,179.06762766838074
wikitext24l_12k_lr001,2025,paper_block4,5.7,2000.0,238.8758761882782
wikitext24l_12k_lr001,2025,paper_block4,5.6,2500.0,297.8080768585205
wikitext24l_12k_lr001,2025,paper_block4,5.5,3000.0,356.6260361671448
wikitext24l_12k_lr001,2025,paper_block4,5.2,6000.0,684.7828879356384
wikitext24l_12k_lr001,2025,paper_block4,5.1,,
wikitext24l_12k_lr001,2025,paper_block4,5.0,,
wikitext24l_12k_lr001,2025,paper_block4,4.0,,
wikitext24l_12k_lr001,2025,paper_block4,3.9,,
wikitext24l_12k_lr001,2025,paper_block4,3.8,,
wikitext24l_12k_lr001,2025,paper_block4,3.7,,
wikitext24l_12k_lr001,2025,paper_block4,3.6,,
wikitext24l_12k_lr001,2025,paper_block4,3.55,,
wikitext24l_12k_lr001,2025,paper_block4,3.5,,
wikitext24l_12k_lr001,2026,diag_cproj_k,6.2,1000.0,108.07062411308289
wikitext24l_12k_lr001,2026,diag_cproj_k,6.1,1000.0,108.07062411308289
wikitext24l_12k_lr001,2026,diag_cproj_k,6.0,1500.0,161.46249771118164
wikitext24l_12k_lr001,2026,diag_cproj_k,5.8,2000.0,214.0129804611206
wikitext24l_12k_lr001,2026,diag_cproj_k,5.7,2000.0,214.0129804611206
wikitext24l_12k_lr001,2026,diag_cproj_k,5.6,2500.0,266.66200828552246
wikitext24l_12k_lr001,2026,diag_cproj_k,5.5,2500.0,266.66200828552246
wikitext24l_12k_lr001,2026,diag_cproj_k,5.2,4500.0,467.05878233909607
wikitext24l_12k_lr001,2026,diag_cproj_k,5.1,7500.0,764.3813545703888
wikitext24l_12k_lr001,2026,diag_cproj_k,5.0,9000.0,909.8968777656556
wikitext24l_12k_lr001,2026,diag_cproj_k,4.0,,
wikitext24l_12k_lr001,2026,diag_cproj_k,3.9,,
wikitext24l_12k_lr001,2026,diag_cproj_k,3.8,,
wikitext24l_12k_lr001,2026,diag_cproj_k,3.7,,
wikitext24l_12k_lr001,2026,diag_cproj_k,3.6,,
wikitext24l_12k_lr001,2026,diag_cproj_k,3.55,,
wikitext24l_12k_lr001,2026,diag_cproj_k,3.5,,
wikitext24l_12k_lr001,2026,muon_blog,6.2,1000.0,97.4756829738617
wikitext24l_12k_lr001,2026,muon_blog,6.1,1500.0,144.23489379882812
wikitext24l_12k_lr001,2026,muon_blog,6.0,1500.0,144.23489379882812
wikitext24l_12k_lr001,2026,muon_blog,5.8,2000.0,190.597806930542
wikitext24l_12k_lr001,2026,muon_blog,5.7,2500.0,237.09412598609924
wikitext24l_12k_lr001,2026,muon_blog,5.6,2500.0,237.09412598609924
wikitext24l_12k_lr001,2026,muon_blog,5.5,3000.0,283.67629861831665
wikitext24l_12k_lr001,2026,muon_blog,5.2,,
wikitext24l_12k_lr001,2026,muon_blog,5.1,,
wikitext24l_12k_lr001,2026,muon_blog,5.0,,
wikitext24l_12k_lr001,2026,muon_blog,4.0,,
wikitext24l_12k_lr001,2026,muon_blog,3.9,,
wikitext24l_12k_lr001,2026,muon_blog,3.8,,
wikitext24l_12k_lr001,2026,muon_blog,3.7,,
wikitext24l_12k_lr001,2026,muon_blog,3.6,,
wikitext24l_12k_lr001,2026,muon_blog,3.55,,
wikitext24l_12k_lr001,2026,muon_blog,3.5,,
wikitext24l_12k_lr001,2026,no_cproj_k,6.2,1000.0,109.8839590549469
wikitext24l_12k_lr001,2026,no_cproj_k,6.1,1000.0,109.8839590549469
wikitext24l_12k_lr001,2026,no_cproj_k,6.0,1500.0,163.08418035507202
wikitext24l_12k_lr001,2026,no_cproj_k,5.8,2000.0,216.5688934326172
wikitext24l_12k_lr001,2026,no_cproj_k,5.7,2000.0,216.5688934326172
wikitext24l_12k_lr001,2026,no_cproj_k,5.6,2500.0,270.0463938713074
wikitext24l_12k_lr001,2026,no_cproj_k,5.5,2500.0,270.0463938713074
wikitext24l_12k_lr001,2026,no_cproj_k,5.2,5000.0,525.9722058773041
wikitext24l_12k_lr001,2026,no_cproj_k,5.1,7500.0,774.1927454471588
wikitext24l_12k_lr001,2026,no_cproj_k,5.0,9000.0,921.4985182285308
wikitext24l_12k_lr001,2026,no_cproj_k,4.0,,
wikitext24l_12k_lr001,2026,no_cproj_k,3.9,,
wikitext24l_12k_lr001,2026,no_cproj_k,3.8,,
wikitext24l_12k_lr001,2026,no_cproj_k,3.7,,
wikitext24l_12k_lr001,2026,no_cproj_k,3.6,,
wikitext24l_12k_lr001,2026,no_cproj_k,3.55,,
wikitext24l_12k_lr001,2026,no_cproj_k,3.5,,
wikitext24l_12k_lr001,2026,paper_block4,6.2,1000.0,122.6646602153778
wikitext24l_12k_lr001,2026,paper_block4,6.1,1500.0,181.05812001228333
wikitext24l_12k_lr001,2026,paper_block4,6.0,1500.0,181.05812001228333
wikitext24l_12k_lr001,2026,paper_block4,5.8,2000.0,238.88438415527344
wikitext24l_12k_lr001,2026,paper_block4,5.7,2000.0,238.88438415527344
wikitext24l_12k_lr001,2026,paper_block4,5.6,2500.0,297.0697422027588
wikitext24l_12k_lr001,2026,paper_block4,5.5,2500.0,297.0697422027588
wikitext24l_12k_lr001,2026,paper_block4,5.2,7500.0,830.6914613246918
wikitext24l_12k_lr001,2026,paper_block4,5.1,,
wikitext24l_12k_lr001,2026,paper_block4,5.0,,
wikitext24l_12k_lr001,2026,paper_block4,4.0,,
wikitext24l_12k_lr001,2026,paper_block4,3.9,,
wikitext24l_12k_lr001,2026,paper_block4,3.8,,
wikitext24l_12k_lr001,2026,paper_block4,3.7,,
wikitext24l_12k_lr001,2026,paper_block4,3.6,,
wikitext24l_12k_lr001,2026,paper_block4,3.55,,
wikitext24l_12k_lr001,2026,paper_block4,3.5,,
