suite,seed,method,validation_loss_threshold,first_wandb_step_at_or_below,time_elapsed_at_first_step_s
owt24l_12k,2024,paper_block4,6.2,1500.0,194.88991689682007
owt24l_12k,2024,paper_block4,6.1,2500.0,316.9644763469696
owt24l_12k,2024,paper_block4,6.0,2500.0,316.9644763469696
owt24l_12k,2024,paper_block4,5.8,3500.0,437.9232428073883
owt24l_12k,2024,paper_block4,5.7,10000.0,1193.9853150844574
owt24l_12k,2024,paper_block4,5.6,,
owt24l_12k,2024,paper_block4,5.5,,
owt24l_12k,2024,paper_block4,5.2,,
owt24l_12k,2024,paper_block4,5.1,,
owt24l_12k,2024,paper_block4,5.0,,
owt24l_12k,2024,paper_block4,4.0,,
owt24l_12k,2024,paper_block4,3.9,,
owt24l_12k,2024,paper_block4,3.8,,
owt24l_12k,2024,paper_block4,3.7,,
owt24l_12k,2024,paper_block4,3.6,,
owt24l_12k,2024,paper_block4,3.55,,
owt24l_12k,2024,paper_block4,3.5,,
owt24l_12k,2025,diag_cproj_k,6.2,2000.0,244.06329321861267
owt24l_12k,2025,diag_cproj_k,6.1,2500.0,303.91141867637634
owt24l_12k,2025,diag_cproj_k,6.0,2500.0,303.91141867637634
owt24l_12k,2025,diag_cproj_k,5.8,4500.0,541.9717438220978
owt24l_12k,2025,diag_cproj_k,5.7,5000.0,603.1138889789581
owt24l_12k,2025,diag_cproj_k,5.6,8000.0,949.9574751853944
owt24l_12k,2025,diag_cproj_k,5.5,9000.0,1065.484661579132
owt24l_12k,2025,diag_cproj_k,5.2,,
owt24l_12k,2025,diag_cproj_k,5.1,,
owt24l_12k,2025,diag_cproj_k,5.0,,
owt24l_12k,2025,diag_cproj_k,4.0,,
owt24l_12k,2025,diag_cproj_k,3.9,,
owt24l_12k,2025,diag_cproj_k,3.8,,
owt24l_12k,2025,diag_cproj_k,3.7,,
owt24l_12k,2025,diag_cproj_k,3.6,,
owt24l_12k,2025,diag_cproj_k,3.55,,
owt24l_12k,2025,diag_cproj_k,3.5,,
owt24l_12k,2025,muon_blog,6.2,2500.0,283.3782422542572
owt24l_12k,2025,muon_blog,6.1,3500.0,395.77119064331055
owt24l_12k,2025,muon_blog,6.0,4500.0,503.5035741329193
owt24l_12k,2025,muon_blog,5.8,,
owt24l_12k,2025,muon_blog,5.7,,
owt24l_12k,2025,muon_blog,5.6,,
owt24l_12k,2025,muon_blog,5.5,,
owt24l_12k,2025,muon_blog,5.2,,
owt24l_12k,2025,muon_blog,5.1,,
owt24l_12k,2025,muon_blog,5.0,,
owt24l_12k,2025,muon_blog,4.0,,
owt24l_12k,2025,muon_blog,3.9,,
owt24l_12k,2025,muon_blog,3.8,,
owt24l_12k,2025,muon_blog,3.7,,
owt24l_12k,2025,muon_blog,3.6,,
owt24l_12k,2025,muon_blog,3.55,,
owt24l_12k,2025,muon_blog,3.5,,
owt24l_12k,2025,no_cproj_k,6.2,2000.0,242.17258715629575
owt24l_12k,2025,no_cproj_k,6.1,2500.0,301.78289675712585
owt24l_12k,2025,no_cproj_k,6.0,3000.0,361.9341073036194
owt24l_12k,2025,no_cproj_k,5.8,4500.0,533.7242710590363
owt24l_12k,2025,no_cproj_k,5.7,5000.0,593.4926779270172
owt24l_12k,2025,no_cproj_k,5.6,8000.0,930.2883648872375
owt24l_12k,2025,no_cproj_k,5.5,,
owt24l_12k,2025,no_cproj_k,5.2,,
owt24l_12k,2025,no_cproj_k,5.1,,
owt24l_12k,2025,no_cproj_k,5.0,,
owt24l_12k,2025,no_cproj_k,4.0,,
owt24l_12k,2025,no_cproj_k,3.9,,
owt24l_12k,2025,no_cproj_k,3.8,,
owt24l_12k,2025,no_cproj_k,3.7,,
owt24l_12k,2025,no_cproj_k,3.6,,
owt24l_12k,2025,no_cproj_k,3.55,,
owt24l_12k,2025,no_cproj_k,3.5,,
owt24l_12k,2025,paper_block4,6.2,2000.0,261.91811966896057
owt24l_12k,2025,paper_block4,6.1,2500.0,328.3522458076477
owt24l_12k,2025,paper_block4,6.0,3000.0,393.5087523460388
owt24l_12k,2025,paper_block4,5.8,5000.0,644.2247040271759
owt24l_12k,2025,paper_block4,5.7,8000.0,1001.058421611786
owt24l_12k,2025,paper_block4,5.6,,
owt24l_12k,2025,paper_block4,5.5,,
owt24l_12k,2025,paper_block4,5.2,,
owt24l_12k,2025,paper_block4,5.1,,
owt24l_12k,2025,paper_block4,5.0,,
owt24l_12k,2025,paper_block4,4.0,,
owt24l_12k,2025,paper_block4,3.9,,
owt24l_12k,2025,paper_block4,3.8,,
owt24l_12k,2025,paper_block4,3.7,,
owt24l_12k,2025,paper_block4,3.6,,
owt24l_12k,2025,paper_block4,3.55,,
owt24l_12k,2025,paper_block4,3.5,,
owt24l_12k,2026,diag_cproj_k,6.2,2000.0,235.529358625412
owt24l_12k,2026,diag_cproj_k,6.1,2000.0,235.529358625412
owt24l_12k,2026,diag_cproj_k,6.0,2500.0,294.1616930961609
owt24l_12k,2026,diag_cproj_k,5.8,4000.0,456.0651922225952
owt24l_12k,2026,diag_cproj_k,5.7,6000.0,666.2277843952179
owt24l_12k,2026,diag_cproj_k,5.6,7000.0,774.1934399604797
owt24l_12k,2026,diag_cproj_k,5.5,7000.0,774.1934399604797
owt24l_12k,2026,diag_cproj_k,5.2,,
owt24l_12k,2026,diag_cproj_k,5.1,,
owt24l_12k,2026,diag_cproj_k,5.0,,
owt24l_12k,2026,diag_cproj_k,4.0,,
owt24l_12k,2026,diag_cproj_k,3.9,,
owt24l_12k,2026,diag_cproj_k,3.8,,
owt24l_12k,2026,diag_cproj_k,3.7,,
owt24l_12k,2026,diag_cproj_k,3.6,,
owt24l_12k,2026,diag_cproj_k,3.55,,
owt24l_12k,2026,diag_cproj_k,3.5,,
owt24l_12k,2026,muon_blog,6.2,2000.0,214.4716501235962
owt24l_12k,2026,muon_blog,6.1,3500.0,372.5508060455322
owt24l_12k,2026,muon_blog,6.0,4000.0,425.4198317527771
owt24l_12k,2026,muon_blog,5.8,7000.0,718.8480060100555
owt24l_12k,2026,muon_blog,5.7,,
owt24l_12k,2026,muon_blog,5.6,,
owt24l_12k,2026,muon_blog,5.5,,
owt24l_12k,2026,muon_blog,5.2,,
owt24l_12k,2026,muon_blog,5.1,,
owt24l_12k,2026,muon_blog,5.0,,
owt24l_12k,2026,muon_blog,4.0,,
owt24l_12k,2026,muon_blog,3.9,,
owt24l_12k,2026,muon_blog,3.8,,
owt24l_12k,2026,muon_blog,3.7,,
owt24l_12k,2026,muon_blog,3.6,,
owt24l_12k,2026,muon_blog,3.55,,
owt24l_12k,2026,muon_blog,3.5,,
owt24l_12k,2026,no_cproj_k,6.2,2000.0,235.3407919406891
owt24l_12k,2026,no_cproj_k,6.1,2000.0,235.3407919406891
owt24l_12k,2026,no_cproj_k,6.0,3500.0,404.5295031070709
owt24l_12k,2026,no_cproj_k,5.8,4000.0,460.4210736751557
owt24l_12k,2026,no_cproj_k,5.7,7000.0,778.840318441391
owt24l_12k,2026,no_cproj_k,5.6,7000.0,778.840318441391
owt24l_12k,2026,no_cproj_k,5.5,7000.0,778.840318441391
owt24l_12k,2026,no_cproj_k,5.2,,
owt24l_12k,2026,no_cproj_k,5.1,,
owt24l_12k,2026,no_cproj_k,5.0,,
owt24l_12k,2026,no_cproj_k,4.0,,
owt24l_12k,2026,no_cproj_k,3.9,,
owt24l_12k,2026,no_cproj_k,3.8,,
owt24l_12k,2026,no_cproj_k,3.7,,
owt24l_12k,2026,no_cproj_k,3.6,,
owt24l_12k,2026,no_cproj_k,3.55,,
owt24l_12k,2026,no_cproj_k,3.5,,
owt24l_12k,2026,paper_block4,6.2,2000.0,236.1170921325684
owt24l_12k,2026,paper_block4,6.1,2500.0,294.74698996543884
owt24l_12k,2026,paper_block4,6.0,3500.0,402.1103663444519
owt24l_12k,2026,paper_block4,5.8,6000.0,666.2949070930481
owt24l_12k,2026,paper_block4,5.7,7000.0,776.6061985492706
owt24l_12k,2026,paper_block4,5.6,,
owt24l_12k,2026,paper_block4,5.5,,
owt24l_12k,2026,paper_block4,5.2,,
owt24l_12k,2026,paper_block4,5.1,,
owt24l_12k,2026,paper_block4,5.0,,
owt24l_12k,2026,paper_block4,4.0,,
owt24l_12k,2026,paper_block4,3.9,,
owt24l_12k,2026,paper_block4,3.8,,
owt24l_12k,2026,paper_block4,3.7,,
owt24l_12k,2026,paper_block4,3.6,,
owt24l_12k,2026,paper_block4,3.55,,
owt24l_12k,2026,paper_block4,3.5,,
wikitext12l_100m,2024,diag_cproj_k,6.2,500.0,39.31059575080872
wikitext12l_100m,2024,diag_cproj_k,6.1,500.0,39.31059575080872
wikitext12l_100m,2024,diag_cproj_k,6.0,500.0,39.31059575080872
wikitext12l_100m,2024,diag_cproj_k,5.8,500.0,39.31059575080872
wikitext12l_100m,2024,diag_cproj_k,5.7,500.0,39.31059575080872
wikitext12l_100m,2024,diag_cproj_k,5.6,500.0,39.31059575080872
wikitext12l_100m,2024,diag_cproj_k,5.5,500.0,39.31059575080872
wikitext12l_100m,2024,diag_cproj_k,5.2,1000.0,74.49984288215637
wikitext12l_100m,2024,diag_cproj_k,5.1,1000.0,74.49984288215637
wikitext12l_100m,2024,diag_cproj_k,5.0,1000.0,74.49984288215637
wikitext12l_100m,2024,diag_cproj_k,4.0,3500.0,251.41920399665835
wikitext12l_100m,2024,diag_cproj_k,3.9,4500.0,322.4304757118225
wikitext12l_100m,2024,diag_cproj_k,3.8,5500.0,393.13314509391785
wikitext12l_100m,2024,diag_cproj_k,3.7,7000.0,496.4282810688019
wikitext12l_100m,2024,diag_cproj_k,3.6,9500.0,668.2058563232422
wikitext12l_100m,2024,diag_cproj_k,3.55,10500.0,736.8305969238281
wikitext12l_100m,2024,diag_cproj_k,3.5,,
wikitext12l_100m,2024,muon_blog,6.2,500.0,36.68361687660217
wikitext12l_100m,2024,muon_blog,6.1,500.0,36.68361687660217
wikitext12l_100m,2024,muon_blog,6.0,500.0,36.68361687660217
wikitext12l_100m,2024,muon_blog,5.8,500.0,36.68361687660217
wikitext12l_100m,2024,muon_blog,5.7,500.0,36.68361687660217
wikitext12l_100m,2024,muon_blog,5.6,500.0,36.68361687660217
wikitext12l_100m,2024,muon_blog,5.5,500.0,36.68361687660217
wikitext12l_100m,2024,muon_blog,5.2,500.0,36.68361687660217
wikitext12l_100m,2024,muon_blog,5.1,1000.0,70.82151746749878
wikitext12l_100m,2024,muon_blog,5.0,1000.0,70.82151746749878
wikitext12l_100m,2024,muon_blog,4.0,3500.0,243.71235132217407
wikitext12l_100m,2024,muon_blog,3.9,4000.0,278.3009331226349
wikitext12l_100m,2024,muon_blog,3.8,5000.0,347.27162766456604
wikitext12l_100m,2024,muon_blog,3.7,7000.0,482.7891960144043
wikitext12l_100m,2024,muon_blog,3.6,8000.0,550.0313928127289
wikitext12l_100m,2024,muon_blog,3.55,9500.0,651.7289938926697
wikitext12l_100m,2024,muon_blog,3.5,10500.0,720.1710820198059
wikitext12l_100m,2024,no_cproj_k,6.2,500.0,38.44676947593689
wikitext12l_100m,2024,no_cproj_k,6.1,500.0,38.44676947593689
wikitext12l_100m,2024,no_cproj_k,6.0,500.0,38.44676947593689
wikitext12l_100m,2024,no_cproj_k,5.8,500.0,38.44676947593689
wikitext12l_100m,2024,no_cproj_k,5.7,500.0,38.44676947593689
wikitext12l_100m,2024,no_cproj_k,5.6,500.0,38.44676947593689
wikitext12l_100m,2024,no_cproj_k,5.5,500.0,38.44676947593689
wikitext12l_100m,2024,no_cproj_k,5.2,1000.0,74.10420322418213
wikitext12l_100m,2024,no_cproj_k,5.1,1000.0,74.10420322418213
wikitext12l_100m,2024,no_cproj_k,5.0,1000.0,74.10420322418213
wikitext12l_100m,2024,no_cproj_k,4.0,3500.0,253.72223353385925
wikitext12l_100m,2024,no_cproj_k,3.9,4500.0,325.088415145874
wikitext12l_100m,2024,no_cproj_k,3.8,5500.0,396.2334978580475
wikitext12l_100m,2024,no_cproj_k,3.7,7000.0,501.4115161895752
wikitext12l_100m,2024,no_cproj_k,3.6,9500.0,681.275139093399
wikitext12l_100m,2024,no_cproj_k,3.55,10500.0,752.9341335296631
wikitext12l_100m,2024,no_cproj_k,3.5,,
wikitext12l_100m,2024,paper_block4,6.2,500.0,40.1400682926178
wikitext12l_100m,2024,paper_block4,6.1,500.0,40.1400682926178
wikitext12l_100m,2024,paper_block4,6.0,500.0,40.1400682926178
wikitext12l_100m,2024,paper_block4,5.8,500.0,40.1400682926178
wikitext12l_100m,2024,paper_block4,5.7,500.0,40.1400682926178
wikitext12l_100m,2024,paper_block4,5.6,500.0,40.1400682926178
wikitext12l_100m,2024,paper_block4,5.5,500.0,40.1400682926178
wikitext12l_100m,2024,paper_block4,5.2,1000.0,77.93387341499329
wikitext12l_100m,2024,paper_block4,5.1,1000.0,77.93387341499329
wikitext12l_100m,2024,paper_block4,5.0,1000.0,77.93387341499329
wikitext12l_100m,2024,paper_block4,4.0,3500.0,266.81050729751587
wikitext12l_100m,2024,paper_block4,3.9,4500.0,342.5437412261963
wikitext12l_100m,2024,paper_block4,3.8,5500.0,417.5958254337311
wikitext12l_100m,2024,paper_block4,3.7,7000.0,527.44140791893
wikitext12l_100m,2024,paper_block4,3.6,9500.0,709.5551424026489
wikitext12l_100m,2024,paper_block4,3.55,10500.0,785.0704162120819
wikitext12l_100m,2024,paper_block4,3.5,,
wikitext12l_100m,2025,diag_cproj_k,6.2,500.0,38.54471015930176
wikitext12l_100m,2025,diag_cproj_k,6.1,500.0,38.54471015930176
wikitext12l_100m,2025,diag_cproj_k,6.0,500.0,38.54471015930176
wikitext12l_100m,2025,diag_cproj_k,5.8,500.0,38.54471015930176
wikitext12l_100m,2025,diag_cproj_k,5.7,500.0,38.54471015930176
wikitext12l_100m,2025,diag_cproj_k,5.6,500.0,38.54471015930176
wikitext12l_100m,2025,diag_cproj_k,5.5,500.0,38.54471015930176
wikitext12l_100m,2025,diag_cproj_k,5.2,500.0,38.54471015930176
wikitext12l_100m,2025,diag_cproj_k,5.1,1000.0,74.59104323387146
wikitext12l_100m,2025,diag_cproj_k,5.0,1000.0,74.59104323387146
wikitext12l_100m,2025,diag_cproj_k,4.0,3500.0,254.61832070350647
wikitext12l_100m,2025,diag_cproj_k,3.9,4500.0,326.5916781425476
wikitext12l_100m,2025,diag_cproj_k,3.8,5000.0,362.6260664463043
wikitext12l_100m,2025,diag_cproj_k,3.7,7000.0,503.9609217643738
wikitext12l_100m,2025,diag_cproj_k,3.6,8000.0,575.8858971595764
wikitext12l_100m,2025,diag_cproj_k,3.55,10500.0,750.3931565284729
wikitext12l_100m,2025,diag_cproj_k,3.5,10500.0,750.3931565284729
wikitext12l_100m,2025,muon_blog,6.2,500.0,35.27950978279114
wikitext12l_100m,2025,muon_blog,6.1,500.0,35.27950978279114
wikitext12l_100m,2025,muon_blog,6.0,500.0,35.27950978279114
wikitext12l_100m,2025,muon_blog,5.8,500.0,35.27950978279114
wikitext12l_100m,2025,muon_blog,5.7,500.0,35.27950978279114
wikitext12l_100m,2025,muon_blog,5.6,500.0,35.27950978279114
wikitext12l_100m,2025,muon_blog,5.5,500.0,35.27950978279114
wikitext12l_100m,2025,muon_blog,5.2,500.0,35.27950978279114
wikitext12l_100m,2025,muon_blog,5.1,500.0,35.27950978279114
wikitext12l_100m,2025,muon_blog,5.0,1000.0,68.31407523155212
wikitext12l_100m,2025,muon_blog,4.0,3500.0,233.8599717617035
wikitext12l_100m,2025,muon_blog,3.9,4000.0,267.18858337402344
wikitext12l_100m,2025,muon_blog,3.8,5000.0,333.29419350624084
wikitext12l_100m,2025,muon_blog,3.7,7000.0,463.7581963539124
wikitext12l_100m,2025,muon_blog,3.6,7500.0,496.7603235244751
wikitext12l_100m,2025,muon_blog,3.55,9500.0,625.1636433601379
wikitext12l_100m,2025,muon_blog,3.5,10500.0,691.2531764507294
wikitext12l_100m,2025,no_cproj_k,6.2,500.0,37.59205722808838
wikitext12l_100m,2025,no_cproj_k,6.1,500.0,37.59205722808838
wikitext12l_100m,2025,no_cproj_k,6.0,500.0,37.59205722808838
wikitext12l_100m,2025,no_cproj_k,5.8,500.0,37.59205722808838
wikitext12l_100m,2025,no_cproj_k,5.7,500.0,37.59205722808838
wikitext12l_100m,2025,no_cproj_k,5.6,500.0,37.59205722808838
wikitext12l_100m,2025,no_cproj_k,5.5,500.0,37.59205722808838
wikitext12l_100m,2025,no_cproj_k,5.2,500.0,37.59205722808838
wikitext12l_100m,2025,no_cproj_k,5.1,1000.0,72.97680878639221
wikitext12l_100m,2025,no_cproj_k,5.0,1000.0,72.97680878639221
wikitext12l_100m,2025,no_cproj_k,4.0,3500.0,248.50918817520144
wikitext12l_100m,2025,no_cproj_k,3.9,4500.0,318.582603931427
wikitext12l_100m,2025,no_cproj_k,3.8,5000.0,354.0935454368592
wikitext12l_100m,2025,no_cproj_k,3.7,7000.0,492.0946934223175
wikitext12l_100m,2025,no_cproj_k,3.6,8000.0,562.3368711471558
wikitext12l_100m,2025,no_cproj_k,3.55,10500.0,733.2981417179108
wikitext12l_100m,2025,no_cproj_k,3.5,,
wikitext12l_100m,2025,paper_block4,6.2,500.0,40.479634284973145
wikitext12l_100m,2025,paper_block4,6.1,500.0,40.479634284973145
wikitext12l_100m,2025,paper_block4,6.0,500.0,40.479634284973145
wikitext12l_100m,2025,paper_block4,5.8,500.0,40.479634284973145
wikitext12l_100m,2025,paper_block4,5.7,500.0,40.479634284973145
wikitext12l_100m,2025,paper_block4,5.6,500.0,40.479634284973145
wikitext12l_100m,2025,paper_block4,5.5,500.0,40.479634284973145
wikitext12l_100m,2025,paper_block4,5.2,500.0,40.479634284973145
wikitext12l_100m,2025,paper_block4,5.1,1000.0,78.20052146911621
wikitext12l_100m,2025,paper_block4,5.0,1000.0,78.20052146911621
wikitext12l_100m,2025,paper_block4,4.0,3500.0,267.2341446876526
wikitext12l_100m,2025,paper_block4,3.9,4500.0,343.3122043609619
wikitext12l_100m,2025,paper_block4,3.8,5000.0,381.3990888595581
wikitext12l_100m,2025,paper_block4,3.7,7000.0,529.882970571518
wikitext12l_100m,2025,paper_block4,3.6,8000.0,605.7302913665771
wikitext12l_100m,2025,paper_block4,3.55,10500.0,788.6879768371582
wikitext12l_100m,2025,paper_block4,3.5,10500.0,788.6879768371582
wikitext12l_100m,2026,diag_cproj_k,6.2,500.0,38.328879594802856
wikitext12l_100m,2026,diag_cproj_k,6.1,500.0,38.328879594802856
wikitext12l_100m,2026,diag_cproj_k,6.0,500.0,38.328879594802856
wikitext12l_100m,2026,diag_cproj_k,5.8,500.0,38.328879594802856
wikitext12l_100m,2026,diag_cproj_k,5.7,500.0,38.328879594802856
wikitext12l_100m,2026,diag_cproj_k,5.6,500.0,38.328879594802856
wikitext12l_100m,2026,diag_cproj_k,5.5,500.0,38.328879594802856
wikitext12l_100m,2026,diag_cproj_k,5.2,1000.0,74.1397111415863
wikitext12l_100m,2026,diag_cproj_k,5.1,1000.0,74.1397111415863
wikitext12l_100m,2026,diag_cproj_k,5.0,1000.0,74.1397111415863
wikitext12l_100m,2026,diag_cproj_k,4.0,3500.0,250.91908168792725
wikitext12l_100m,2026,diag_cproj_k,3.9,4000.0,286.34002923965454
wikitext12l_100m,2026,diag_cproj_k,3.8,5500.0,390.7493579387665
wikitext12l_100m,2026,diag_cproj_k,3.7,7500.0,530.6183803081512
wikitext12l_100m,2026,diag_cproj_k,3.6,9000.0,637.320517539978
wikitext12l_100m,2026,diag_cproj_k,3.55,10500.0,738.8579654693604
wikitext12l_100m,2026,diag_cproj_k,3.5,,
wikitext12l_100m,2026,muon_blog,6.2,500.0,35.0264036655426
wikitext12l_100m,2026,muon_blog,6.1,500.0,35.0264036655426
wikitext12l_100m,2026,muon_blog,6.0,500.0,35.0264036655426
wikitext12l_100m,2026,muon_blog,5.8,500.0,35.0264036655426
wikitext12l_100m,2026,muon_blog,5.7,500.0,35.0264036655426
wikitext12l_100m,2026,muon_blog,5.6,500.0,35.0264036655426
wikitext12l_100m,2026,muon_blog,5.5,500.0,35.0264036655426
wikitext12l_100m,2026,muon_blog,5.2,500.0,35.0264036655426
wikitext12l_100m,2026,muon_blog,5.1,1000.0,68.05450439453125
wikitext12l_100m,2026,muon_blog,5.0,1000.0,68.05450439453125
wikitext12l_100m,2026,muon_blog,4.0,3500.0,232.80568289756772
wikitext12l_100m,2026,muon_blog,3.9,4000.0,265.6812903881073
wikitext12l_100m,2026,muon_blog,3.8,5500.0,362.767807006836
wikitext12l_100m,2026,muon_blog,3.7,7000.0,459.9926314353943
wikitext12l_100m,2026,muon_blog,3.6,8000.0,526.1110723018646
wikitext12l_100m,2026,muon_blog,3.55,9000.0,592.2040908336639
wikitext12l_100m,2026,muon_blog,3.5,10500.0,689.3476958274841
wikitext12l_100m,2026,no_cproj_k,6.2,500.0,37.5811767578125
wikitext12l_100m,2026,no_cproj_k,6.1,500.0,37.5811767578125
wikitext12l_100m,2026,no_cproj_k,6.0,500.0,37.5811767578125
wikitext12l_100m,2026,no_cproj_k,5.8,500.0,37.5811767578125
wikitext12l_100m,2026,no_cproj_k,5.7,500.0,37.5811767578125
wikitext12l_100m,2026,no_cproj_k,5.6,500.0,37.5811767578125
wikitext12l_100m,2026,no_cproj_k,5.5,500.0,37.5811767578125
wikitext12l_100m,2026,no_cproj_k,5.2,1000.0,72.57499861717224
wikitext12l_100m,2026,no_cproj_k,5.1,1000.0,72.57499861717224
wikitext12l_100m,2026,no_cproj_k,5.0,1000.0,72.57499861717224
wikitext12l_100m,2026,no_cproj_k,4.0,3500.0,247.835524559021
wikitext12l_100m,2026,no_cproj_k,3.9,4000.0,283.128123998642
wikitext12l_100m,2026,no_cproj_k,3.8,5500.0,386.5955979824066
wikitext12l_100m,2026,no_cproj_k,3.7,7500.0,524.6754441261292
wikitext12l_100m,2026,no_cproj_k,3.6,9000.0,631.6514241695404
wikitext12l_100m,2026,no_cproj_k,3.55,10500.0,732.8878247737885
wikitext12l_100m,2026,no_cproj_k,3.5,,
wikitext12l_100m,2026,paper_block4,6.2,500.0,40.12559199333191
wikitext12l_100m,2026,paper_block4,6.1,500.0,40.12559199333191
wikitext12l_100m,2026,paper_block4,6.0,500.0,40.12559199333191
wikitext12l_100m,2026,paper_block4,5.8,500.0,40.12559199333191
wikitext12l_100m,2026,paper_block4,5.7,500.0,40.12559199333191
wikitext12l_100m,2026,paper_block4,5.6,500.0,40.12559199333191
wikitext12l_100m,2026,paper_block4,5.5,500.0,40.12559199333191
wikitext12l_100m,2026,paper_block4,5.2,500.0,40.12559199333191
wikitext12l_100m,2026,paper_block4,5.1,1000.0,77.45413255691528
wikitext12l_100m,2026,paper_block4,5.0,1000.0,77.45413255691528
wikitext12l_100m,2026,paper_block4,4.0,3500.0,263.54811787605286
wikitext12l_100m,2026,paper_block4,3.9,4000.0,300.422504901886
wikitext12l_100m,2026,paper_block4,3.8,5500.0,408.4760389328003
wikitext12l_100m,2026,paper_block4,3.7,7500.0,554.0342485904694
wikitext12l_100m,2026,paper_block4,3.6,9000.0,665.1211106777191
wikitext12l_100m,2026,paper_block4,3.55,10500.0,773.4131362438202
wikitext12l_100m,2026,paper_block4,3.5,,
wikitext24l_12k_lr001,2024,diag_cproj_k,6.2,1000.0,117.18550848960876
wikitext24l_12k_lr001,2024,diag_cproj_k,6.1,1000.0,117.18550848960876
wikitext24l_12k_lr001,2024,diag_cproj_k,6.0,1500.0,173.9939534664154
wikitext24l_12k_lr001,2024,diag_cproj_k,5.8,1500.0,173.9939534664154
wikitext24l_12k_lr001,2024,diag_cproj_k,5.7,2000.0,230.2315509319305
wikitext24l_12k_lr001,2024,diag_cproj_k,5.6,2500.0,287.1092674732208
wikitext24l_12k_lr001,2024,diag_cproj_k,5.5,3000.0,345.38811707496643
wikitext24l_12k_lr001,2024,diag_cproj_k,5.2,5000.0,575.1108386516571
wikitext24l_12k_lr001,2024,diag_cproj_k,5.1,6500.0,732.3228895664215
wikitext24l_12k_lr001,2024,diag_cproj_k,5.0,8500.0,938.4777295589448
wikitext24l_12k_lr001,2024,diag_cproj_k,4.0,,
wikitext24l_12k_lr001,2024,diag_cproj_k,3.9,,
wikitext24l_12k_lr001,2024,diag_cproj_k,3.8,,
wikitext24l_12k_lr001,2024,diag_cproj_k,3.7,,
wikitext24l_12k_lr001,2024,diag_cproj_k,3.6,,
wikitext24l_12k_lr001,2024,diag_cproj_k,3.55,,
wikitext24l_12k_lr001,2024,diag_cproj_k,3.5,,
wikitext24l_12k_lr001,2024,muon_blog,6.2,1000.0,102.0651183128357
wikitext24l_12k_lr001,2024,muon_blog,6.1,1500.0,151.97315621376038
wikitext24l_12k_lr001,2024,muon_blog,6.0,1500.0,151.97315621376038
wikitext24l_12k_lr001,2024,muon_blog,5.8,2000.0,201.74604415893555
wikitext24l_12k_lr001,2024,muon_blog,5.7,3000.0,301.63331151008606
wikitext24l_12k_lr001,2024,muon_blog,5.6,3500.0,351.7744941711426
wikitext24l_12k_lr001,2024,muon_blog,5.5,5000.0,493.6947247982025
wikitext24l_12k_lr001,2024,muon_blog,5.2,,
wikitext24l_12k_lr001,2024,muon_blog,5.1,,
wikitext24l_12k_lr001,2024,muon_blog,5.0,,
wikitext24l_12k_lr001,2024,muon_blog,4.0,,
wikitext24l_12k_lr001,2024,muon_blog,3.9,,
wikitext24l_12k_lr001,2024,muon_blog,3.8,,
wikitext24l_12k_lr001,2024,muon_blog,3.7,,
wikitext24l_12k_lr001,2024,muon_blog,3.6,,
wikitext24l_12k_lr001,2024,muon_blog,3.55,,
wikitext24l_12k_lr001,2024,muon_blog,3.5,,
wikitext24l_12k_lr001,2024,no_cproj_k,6.2,1000.0,109.53523540496826
wikitext24l_12k_lr001,2024,no_cproj_k,6.1,1000.0,109.53523540496826
wikitext24l_12k_lr001,2024,no_cproj_k,6.0,1500.0,163.46697664260864
wikitext24l_12k_lr001,2024,no_cproj_k,5.8,1500.0,163.46697664260864
wikitext24l_12k_lr001,2024,no_cproj_k,5.7,2000.0,216.9686987400055
wikitext24l_12k_lr001,2024,no_cproj_k,5.6,2500.0,271.15943932533264
wikitext24l_12k_lr001,2024,no_cproj_k,5.5,3000.0,324.8376178741455
wikitext24l_12k_lr001,2024,no_cproj_k,5.2,5000.0,538.1042659282684
wikitext24l_12k_lr001,2024,no_cproj_k,5.1,8500.0,880.8065996170044
wikitext24l_12k_lr001,2024,no_cproj_k,5.0,,
wikitext24l_12k_lr001,2024,no_cproj_k,4.0,,
wikitext24l_12k_lr001,2024,no_cproj_k,3.9,,
wikitext24l_12k_lr001,2024,no_cproj_k,3.8,,
wikitext24l_12k_lr001,2024,no_cproj_k,3.7,,
wikitext24l_12k_lr001,2024,no_cproj_k,3.6,,
wikitext24l_12k_lr001,2024,no_cproj_k,3.55,,
wikitext24l_12k_lr001,2024,no_cproj_k,3.5,,
wikitext24l_12k_lr001,2024,paper_block4,6.2,1000.0,126.44115948677064
wikitext24l_12k_lr001,2024,paper_block4,6.1,1000.0,126.44115948677064
wikitext24l_12k_lr001,2024,paper_block4,6.0,1500.0,188.8126950263977
wikitext24l_12k_lr001,2024,paper_block4,5.8,2000.0,250.50701332092285
wikitext24l_12k_lr001,2024,paper_block4,5.7,2000.0,250.50701332092285
wikitext24l_12k_lr001,2024,paper_block4,5.6,2500.0,313.4664697647095
wikitext24l_12k_lr001,2024,paper_block4,5.5,3000.0,375.9686670303345
wikitext24l_12k_lr001,2024,paper_block4,5.2,8500.0,1013.3758070468904
wikitext24l_12k_lr001,2024,paper_block4,5.1,,
wikitext24l_12k_lr001,2024,paper_block4,5.0,,
wikitext24l_12k_lr001,2024,paper_block4,4.0,,
wikitext24l_12k_lr001,2024,paper_block4,3.9,,
