suite,method,seed,run_name,metric,source_file,row_count,non_null_count,null_fraction,all_observed_finite,first_value,last_value,min_value,max_value
owt24l_12k,no_cproj_k,2026,mainconf_reference_lr001_owt24l_12k_no_cproj_k_seed2026,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_16_49.785+08_00.csv,600,600,0.0,True,4165.69775390625,4165.69775390625,4165.69775390625,4165.85595703125
owt24l_12k,no_cproj_k,2025,mainconf_reference_lr001_owt24l_12k_no_cproj_k_seed2025,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_16_49.785+08_00.csv,600,600,0.0,True,4165.69775390625,4165.69775390625,4165.69775390625,4165.69775390625
owt24l_12k,no_cproj_k,2024,mainconf_reference_lr001_owt24l_12k_no_cproj_k_seed2024,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_16_49.785+08_00.csv,600,600,0.0,True,4165.69775390625,4165.69775390625,4165.69775390625,4165.69775390625
wikitext12l_100m,no_cproj_k,2025,mainconf_reference_lr001_wikitext12l_100m_no_cproj_k_seed2025,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_41_29.938+08_00.csv,611,611,0.0,True,2917.71044921875,2922.82275390625,2917.71044921875,2929.09814453125
wikitext12l_100m,no_cproj_k,2024,mainconf_reference_lr001_wikitext12l_100m_no_cproj_k_seed2024,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_41_29.938+08_00.csv,611,611,0.0,True,2916.11083984375,2919.48583984375,2915.84814453125,2926.48583984375
owt12l_100m,no_cproj_k,2026,mainconf_reference_lr001_owt12l_100m_no_cproj_k_seed2026,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_41_29.938+08_00.csv,611,611,0.0,True,2917.72314453125,2922.34814453125,2917.72314453125,2926.96044921875
owt12l_100m,no_cproj_k,2025,mainconf_reference_lr001_owt12l_100m_no_cproj_k_seed2025,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_41_29.938+08_00.csv,611,611,0.0,True,2915.09814453125,2922.08544921875,2914.21044921875,2922.61083984375
owt12l_100m,no_cproj_k,2024,mainconf_reference_lr001_owt12l_100m_no_cproj_k_seed2024,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_41_29.938+08_00.csv,611,611,0.0,True,2915.97314453125,2920.99853515625,2915.22314453125,2924.97314453125
wikitext12l_100m,paper_block4,2026,mainconf_reference_lr001_wikitext12l_100m_paper_block4_seed2026,cuda/memory_allocated_mib,wandb_export_2026-07-18T12_22_52.149+08_00.csv,611,611,0.0,True,3819.46044921875,3826.57275390625,3819.46044921875,3831.72021484375
owt18l_3k,paper_block4,2026,mainconf_reference_lr001_owt18l_3k_paper_block4_seed2026,cuda/memory_allocated_mib,wandb_export_2026-07-18T12_29_47.579+08_00.csv,150,150,0.0,True,3720.49560546875,3741.38818359375,3720.49560546875,3746.12060546875
owt18l_3k,paper_block4,2025,mainconf_reference_lr001_owt18l_3k_paper_block4_seed2025,cuda/memory_allocated_mib,wandb_export_2026-07-18T12_29_47.579+08_00.csv,150,150,0.0,True,3714.37060546875,3738.3642578125,3714.37060546875,3743.25048828125
owt18l_3k,paper_block4,2024,mainconf_reference_lr001_owt18l_3k_paper_block4_seed2024,cuda/memory_allocated_mib,wandb_export_2026-07-18T12_37_51.845+08_00.csv,150,150,0.0,True,3715.87060546875,3731.9912109375,3715.87060546875,3739.4892578125
wikitext24l_12k_lr001,paper_block4,2026,mainconf_reference_lr001_wikitext24l_12k_lr001_paper_block4_seed2026,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_16_49.785+08_00.csv,600,600,0.0,True,5509.69775390625,5509.69775390625,5509.69775390625,5509.85595703125
wikitext24l_12k_lr001,paper_block4,2025,mainconf_reference_lr001_wikitext24l_12k_lr001_paper_block4_seed2025,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_16_49.785+08_00.csv,600,600,0.0,True,5509.85595703125,5509.69775390625,5509.69775390625,5510.01416015625
wikitext24l_12k_lr001,paper_block4,2024,mainconf_reference_lr001_wikitext24l_12k_lr001_paper_block4_seed2024,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_16_49.785+08_00.csv,600,600,0.0,True,5509.69775390625,5509.69775390625,5509.69775390625,5509.85595703125
owt24l_12k,paper_block4,2026,mainconf_reference_lr001_owt24l_12k_paper_block4_seed2026,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_16_49.785+08_00.csv,600,600,0.0,True,5509.69775390625,5509.85595703125,5509.69775390625,5510.01416015625
owt24l_12k,paper_block4,2025,mainconf_reference_lr001_owt24l_12k_paper_block4_seed2025,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_16_49.785+08_00.csv,600,600,0.0,True,5509.69775390625,5509.69775390625,5509.69775390625,5509.85595703125
owt24l_12k,paper_block4,2024,mainconf_reference_lr001_owt24l_12k_paper_block4_seed2024,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_16_49.785+08_00.csv,600,600,0.0,True,5509.69775390625,5509.69775390625,5509.69775390625,5510.01416015625
wikitext12l_100m,paper_block4,2025,mainconf_reference_lr001_wikitext12l_100m_paper_block4_seed2025,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_41_29.938+08_00.csv,611,611,0.0,True,3822.83544921875,3824.71044921875,3822.83544921875,3831.96044921875
wikitext12l_100m,paper_block4,2024,mainconf_reference_lr001_wikitext12l_100m_paper_block4_seed2024,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_41_29.938+08_00.csv,611,611,0.0,True,3816.08544921875,3825.08544921875,3816.08544921875,3827.34521484375
owt12l_100m,paper_block4,2026,mainconf_reference_lr001_owt12l_100m_paper_block4_seed2026,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_41_29.938+08_00.csv,611,611,0.0,True,3819.46044921875,3826.57275390625,3819.46044921875,3831.72021484375
owt12l_100m,paper_block4,2025,mainconf_reference_lr001_owt12l_100m_paper_block4_seed2025,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_41_29.938+08_00.csv,611,611,0.0,True,3816.71044921875,3823.83544921875,3816.71044921875,3827.82275390625
owt12l_100m,paper_block4,2024,mainconf_reference_lr001_owt12l_100m_paper_block4_seed2024,cuda/memory_allocated_mib,wandb_export_2026-07-18T13_41_29.938+08_00.csv,611,611,0.0,True,3823.71044921875,3828.96044921875,3823.71044921875,3832.94775390625
wikitext12l_100m,diag_cproj_k,2026,mainconf_reference_lr001_wikitext12l_100m_diag_cproj_k_seed2026,lr/adamw,wandb_export_2026-07-18T12_23_03.453+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt18l_3k,diag_cproj_k,2026,mainconf_reference_lr001_owt18l_3k_diag_cproj_k_seed2026,lr/adamw,wandb_export_2026-07-18T12_29_58.214+08_00.csv,6,6,0.0,True,0.0,0.0001644142707245,0.0,0.0009584089388519
owt18l_3k,diag_cproj_k,2025,mainconf_reference_lr001_owt18l_3k_diag_cproj_k_seed2025,lr/adamw,wandb_export_2026-07-18T12_29_58.214+08_00.csv,6,6,0.0,True,0.0,0.0001644142707245,0.0,0.0009584089388519
owt18l_3k,diag_cproj_k,2024,mainconf_reference_lr001_owt18l_3k_diag_cproj_k_seed2024,lr/adamw,wandb_export_2026-07-18T12_38_02.875+08_00.csv,6,6,0.0,True,0.0,0.0001644142707245,0.0,0.0009584089388519
wikitext24l_12k_lr001,diag_cproj_k,2026,mainconf_reference_lr001_wikitext24l_12k_lr001_diag_cproj_k_seed2026,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
wikitext24l_12k_lr001,diag_cproj_k,2025,mainconf_reference_lr001_wikitext24l_12k_lr001_diag_cproj_k_seed2025,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
wikitext24l_12k_lr001,diag_cproj_k,2024,mainconf_reference_lr001_wikitext24l_12k_lr001_diag_cproj_k_seed2024,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
owt24l_12k,diag_cproj_k,2026,mainconf_reference_lr001_owt24l_12k_diag_cproj_k_seed2026,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
owt24l_12k,diag_cproj_k,2025,mainconf_reference_lr001_owt24l_12k_diag_cproj_k_seed2025,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
owt24l_12k,diag_cproj_k,2024,mainconf_reference_lr001_owt24l_12k_diag_cproj_k_seed2024,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
wikitext12l_100m,diag_cproj_k,2025,mainconf_reference_lr001_wikitext12l_100m_diag_cproj_k_seed2025,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
wikitext12l_100m,diag_cproj_k,2024,mainconf_reference_lr001_wikitext12l_100m_diag_cproj_k_seed2024,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt12l_100m,diag_cproj_k,2026,mainconf_reference_lr001_owt12l_100m_diag_cproj_k_seed2026,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt12l_100m,diag_cproj_k,2025,mainconf_reference_lr001_owt12l_100m_diag_cproj_k_seed2025,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt12l_100m,diag_cproj_k,2024,mainconf_reference_lr001_owt12l_100m_diag_cproj_k_seed2024,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
wikitext12l_100m,muon_blog,2026,mainconf_reference_lr001_wikitext12l_100m_muon_blog_seed2026,lr/adamw,wandb_export_2026-07-18T12_23_03.453+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt18l_3k,muon_blog,2026,mainconf_reference_lr001_owt18l_3k_muon_blog_seed2026,lr/adamw,wandb_export_2026-07-18T12_29_58.214+08_00.csv,6,6,0.0,True,0.0,0.0001644142707245,0.0,0.0009584089388519
owt18l_3k,muon_blog,2025,mainconf_reference_lr001_owt18l_3k_muon_blog_seed2025,lr/adamw,wandb_export_2026-07-18T12_29_58.214+08_00.csv,6,6,0.0,True,0.0,0.0001644142707245,0.0,0.0009584089388519
owt18l_3k,muon_blog,2024,mainconf_reference_lr001_owt18l_3k_muon_blog_seed2024,lr/adamw,wandb_export_2026-07-18T12_38_02.875+08_00.csv,6,6,0.0,True,0.0,0.0001644142707245,0.0,0.0009584089388519
wikitext24l_12k_lr001,muon_blog,2026,mainconf_reference_lr001_wikitext24l_12k_lr001_muon_blog_seed2026,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
wikitext24l_12k_lr001,muon_blog,2025,mainconf_reference_lr001_wikitext24l_12k_lr001_muon_blog_seed2025,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
wikitext24l_12k_lr001,muon_blog,2024,mainconf_reference_lr001_wikitext24l_12k_lr001_muon_blog_seed2024,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
owt24l_12k,muon_blog,2026,mainconf_reference_lr001_owt24l_12k_muon_blog_seed2026,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
owt24l_12k,muon_blog,2025,mainconf_reference_lr001_owt24l_12k_muon_blog_seed2025,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
owt24l_12k,muon_blog,2024,mainconf_reference_lr001_owt24l_12k_muon_blog_seed2024,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
wikitext12l_100m,muon_blog,2025,mainconf_reference_lr001_wikitext12l_100m_muon_blog_seed2025,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
wikitext12l_100m,muon_blog,2024,mainconf_reference_lr001_wikitext12l_100m_muon_blog_seed2024,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt12l_100m,muon_blog,2026,mainconf_reference_lr001_owt12l_100m_muon_blog_seed2026,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt12l_100m,muon_blog,2025,mainconf_reference_lr001_owt12l_100m_muon_blog_seed2025,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt12l_100m,muon_blog,2024,mainconf_reference_lr001_owt12l_100m_muon_blog_seed2024,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
wikitext12l_100m,no_cproj_k,2026,mainconf_reference_lr001_wikitext12l_100m_no_cproj_k_seed2026,lr/adamw,wandb_export_2026-07-18T12_23_03.453+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt18l_3k,no_cproj_k,2026,mainconf_reference_lr001_owt18l_3k_no_cproj_k_seed2026,lr/adamw,wandb_export_2026-07-18T12_29_58.214+08_00.csv,6,6,0.0,True,0.0,0.0001644142707245,0.0,0.0009584089388519
owt18l_3k,no_cproj_k,2025,mainconf_reference_lr001_owt18l_3k_no_cproj_k_seed2025,lr/adamw,wandb_export_2026-07-18T12_29_58.214+08_00.csv,6,6,0.0,True,0.0,0.0001644142707245,0.0,0.0009584089388519
owt18l_3k,no_cproj_k,2024,mainconf_reference_lr001_owt18l_3k_no_cproj_k_seed2024,lr/adamw,wandb_export_2026-07-18T12_38_02.875+08_00.csv,6,6,0.0,True,0.0,0.0001644142707245,0.0,0.0009584089388519
wikitext24l_12k_lr001,no_cproj_k,2026,mainconf_reference_lr001_wikitext24l_12k_lr001_no_cproj_k_seed2026,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
wikitext24l_12k_lr001,no_cproj_k,2025,mainconf_reference_lr001_wikitext24l_12k_lr001_no_cproj_k_seed2025,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
wikitext24l_12k_lr001,no_cproj_k,2024,mainconf_reference_lr001_wikitext24l_12k_lr001_no_cproj_k_seed2024,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
owt24l_12k,no_cproj_k,2026,mainconf_reference_lr001_owt24l_12k_no_cproj_k_seed2026,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
owt24l_12k,no_cproj_k,2025,mainconf_reference_lr001_owt24l_12k_no_cproj_k_seed2025,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
owt24l_12k,no_cproj_k,2024,mainconf_reference_lr001_owt24l_12k_no_cproj_k_seed2024,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
wikitext12l_100m,no_cproj_k,2025,mainconf_reference_lr001_wikitext12l_100m_no_cproj_k_seed2025,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
wikitext12l_100m,no_cproj_k,2024,mainconf_reference_lr001_wikitext12l_100m_no_cproj_k_seed2024,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt12l_100m,no_cproj_k,2026,mainconf_reference_lr001_owt12l_100m_no_cproj_k_seed2026,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt12l_100m,no_cproj_k,2025,mainconf_reference_lr001_owt12l_100m_no_cproj_k_seed2025,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt12l_100m,no_cproj_k,2024,mainconf_reference_lr001_owt12l_100m_no_cproj_k_seed2024,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
wikitext12l_100m,paper_block4,2026,mainconf_reference_lr001_wikitext12l_100m_paper_block4_seed2026,lr/adamw,wandb_export_2026-07-18T12_23_03.453+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt18l_3k,paper_block4,2026,mainconf_reference_lr001_owt18l_3k_paper_block4_seed2026,lr/adamw,wandb_export_2026-07-18T12_29_58.214+08_00.csv,6,6,0.0,True,0.0,0.0001644142707245,0.0,0.0009584089388519
owt18l_3k,paper_block4,2025,mainconf_reference_lr001_owt18l_3k_paper_block4_seed2025,lr/adamw,wandb_export_2026-07-18T12_29_58.214+08_00.csv,6,6,0.0,True,0.0,0.0001644142707245,0.0,0.0009584089388519
owt18l_3k,paper_block4,2024,mainconf_reference_lr001_owt18l_3k_paper_block4_seed2024,lr/adamw,wandb_export_2026-07-18T12_38_02.875+08_00.csv,6,6,0.0,True,0.0,0.0001644142707245,0.0,0.0009584089388519
wikitext24l_12k_lr001,paper_block4,2026,mainconf_reference_lr001_wikitext24l_12k_lr001_paper_block4_seed2026,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
wikitext24l_12k_lr001,paper_block4,2025,mainconf_reference_lr001_wikitext24l_12k_lr001_paper_block4_seed2025,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
wikitext24l_12k_lr001,paper_block4,2024,mainconf_reference_lr001_wikitext24l_12k_lr001_paper_block4_seed2024,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
owt24l_12k,paper_block4,2026,mainconf_reference_lr001_owt24l_12k_paper_block4_seed2026,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
owt24l_12k,paper_block4,2025,mainconf_reference_lr001_owt24l_12k_paper_block4_seed2025,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
owt24l_12k,paper_block4,2024,mainconf_reference_lr001_owt24l_12k_paper_block4_seed2024,lr/adamw,wandb_export_2026-07-18T13_17_01.525+08_00.csv,24,24,0.0,True,0.0,0.0001,0.0,0.0009584089388519
wikitext12l_100m,paper_block4,2025,mainconf_reference_lr001_wikitext12l_100m_paper_block4_seed2025,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
wikitext12l_100m,paper_block4,2024,mainconf_reference_lr001_wikitext12l_100m_paper_block4_seed2024,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt12l_100m,paper_block4,2026,mainconf_reference_lr001_owt12l_100m_paper_block4_seed2026,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt12l_100m,paper_block4,2025,mainconf_reference_lr001_owt12l_100m_paper_block4_seed2025,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
owt12l_100m,paper_block4,2024,mainconf_reference_lr001_owt12l_100m_paper_block4_seed2024,lr/adamw,wandb_export_2026-07-18T13_41_39.737+08_00.csv,25,25,0.0,True,0.0,0.0001006551770792,0.0,0.0009975785943348
wikitext12l_100m,diag_cproj_k,2026,mainconf_reference_lr001_wikitext12l_100m_diag_cproj_k_seed2026,lr/matrix,wandb_export_2026-07-18T12_22_59.444+08_00.csv,25,25,0.0,True,0.01,0.01,0.01,0.01
owt18l_3k,diag_cproj_k,2026,mainconf_reference_lr001_owt18l_3k_diag_cproj_k_seed2026,lr/matrix,wandb_export_2026-07-18T12_29_54.293+08_00.csv,6,6,0.0,True,0.01,0.01,0.01,0.01
owt18l_3k,diag_cproj_k,2025,mainconf_reference_lr001_owt18l_3k_diag_cproj_k_seed2025,lr/matrix,wandb_export_2026-07-18T12_29_54.293+08_00.csv,6,6,0.0,True,0.01,0.01,0.01,0.01
owt18l_3k,diag_cproj_k,2024,mainconf_reference_lr001_owt18l_3k_diag_cproj_k_seed2024,lr/matrix,wandb_export_2026-07-18T12_37_59.438+08_00.csv,6,6,0.0,True,0.01,0.01,0.01,0.01
wikitext24l_12k_lr001,diag_cproj_k,2026,mainconf_reference_lr001_wikitext24l_12k_lr001_diag_cproj_k_seed2026,lr/matrix,wandb_export_2026-07-18T13_16_57.852+08_00.csv,24,24,0.0,True,0.01,0.01,0.01,0.01
wikitext24l_12k_lr001,diag_cproj_k,2025,mainconf_reference_lr001_wikitext24l_12k_lr001_diag_cproj_k_seed2025,lr/matrix,wandb_export_2026-07-18T13_16_57.852+08_00.csv,24,24,0.0,True,0.01,0.01,0.01,0.01
wikitext24l_12k_lr001,diag_cproj_k,2024,mainconf_reference_lr001_wikitext24l_12k_lr001_diag_cproj_k_seed2024,lr/matrix,wandb_export_2026-07-18T13_16_57.852+08_00.csv,24,24,0.0,True,0.01,0.01,0.01,0.01
owt24l_12k,diag_cproj_k,2026,mainconf_reference_lr001_owt24l_12k_diag_cproj_k_seed2026,lr/matrix,wandb_export_2026-07-18T13_16_57.852+08_00.csv,24,24,0.0,True,0.01,0.01,0.01,0.01
owt24l_12k,diag_cproj_k,2025,mainconf_reference_lr001_owt24l_12k_diag_cproj_k_seed2025,lr/matrix,wandb_export_2026-07-18T13_16_57.852+08_00.csv,24,24,0.0,True,0.01,0.01,0.01,0.01
owt24l_12k,diag_cproj_k,2024,mainconf_reference_lr001_owt24l_12k_diag_cproj_k_seed2024,lr/matrix,wandb_export_2026-07-18T13_16_57.852+08_00.csv,24,24,0.0,True,0.01,0.01,0.01,0.01
wikitext12l_100m,diag_cproj_k,2025,mainconf_reference_lr001_wikitext12l_100m_diag_cproj_k_seed2025,lr/matrix,wandb_export_2026-07-18T13_41_36.300+08_00.csv,25,25,0.0,True,0.01,0.01,0.01,0.01
wikitext12l_100m,diag_cproj_k,2024,mainconf_reference_lr001_wikitext12l_100m_diag_cproj_k_seed2024,lr/matrix,wandb_export_2026-07-18T13_41_36.300+08_00.csv,25,25,0.0,True,0.01,0.01,0.01,0.01
owt12l_100m,diag_cproj_k,2026,mainconf_reference_lr001_owt12l_100m_diag_cproj_k_seed2026,lr/matrix,wandb_export_2026-07-18T13_41_36.300+08_00.csv,25,25,0.0,True,0.01,0.01,0.01,0.01
owt12l_100m,diag_cproj_k,2025,mainconf_reference_lr001_owt12l_100m_diag_cproj_k_seed2025,lr/matrix,wandb_export_2026-07-18T13_41_36.300+08_00.csv,25,25,0.0,True,0.01,0.01,0.01,0.01
owt12l_100m,diag_cproj_k,2024,mainconf_reference_lr001_owt12l_100m_diag_cproj_k_seed2024,lr/matrix,wandb_export_2026-07-18T13_41_36.300+08_00.csv,25,25,0.0,True,0.01,0.01,0.01,0.01
wikitext12l_100m,muon_blog,2026,mainconf_reference_lr001_wikitext12l_100m_muon_blog_seed2026,lr/matrix,wandb_export_2026-07-18T12_22_59.444+08_00.csv,25,25,0.0,True,0.01,0.01,0.01,0.01
owt18l_3k,muon_blog,2026,mainconf_reference_lr001_owt18l_3k_muon_blog_seed2026,lr/matrix,wandb_export_2026-07-18T12_29_54.293+08_00.csv,6,6,0.0,True,0.01,0.01,0.01,0.01
owt18l_3k,muon_blog,2025,mainconf_reference_lr001_owt18l_3k_muon_blog_seed2025,lr/matrix,wandb_export_2026-07-18T12_29_54.293+08_00.csv,6,6,0.0,True,0.01,0.01,0.01,0.01
owt18l_3k,muon_blog,2024,mainconf_reference_lr001_owt18l_3k_muon_blog_seed2024,lr/matrix,wandb_export_2026-07-18T12_37_59.438+08_00.csv,6,6,0.0,True,0.01,0.01,0.01,0.01
wikitext24l_12k_lr001,muon_blog,2026,mainconf_reference_lr001_wikitext24l_12k_lr001_muon_blog_seed2026,lr/matrix,wandb_export_2026-07-18T13_16_57.852+08_00.csv,24,24,0.0,True,0.01,0.01,0.01,0.01
wikitext24l_12k_lr001,muon_blog,2025,mainconf_reference_lr001_wikitext24l_12k_lr001_muon_blog_seed2025,lr/matrix,wandb_export_2026-07-18T13_16_57.852+08_00.csv,24,24,0.0,True,0.01,0.01,0.01,0.01
wikitext24l_12k_lr001,muon_blog,2024,mainconf_reference_lr001_wikitext24l_12k_lr001_muon_blog_seed2024,lr/matrix,wandb_export_2026-07-18T13_16_57.852+08_00.csv,24,24,0.0,True,0.01,0.01,0.01,0.01
owt24l_12k,muon_blog,2026,mainconf_reference_lr001_owt24l_12k_muon_blog_seed2026,lr/matrix,wandb_export_2026-07-18T13_16_57.852+08_00.csv,24,24,0.0,True,0.01,0.01,0.01,0.01
owt24l_12k,muon_blog,2025,mainconf_reference_lr001_owt24l_12k_muon_blog_seed2025,lr/matrix,wandb_export_2026-07-18T13_16_57.852+08_00.csv,24,24,0.0,True,0.01,0.01,0.01,0.01
owt24l_12k,muon_blog,2024,mainconf_reference_lr001_owt24l_12k_muon_blog_seed2024,lr/matrix,wandb_export_2026-07-18T13_16_57.852+08_00.csv,24,24,0.0,True,0.01,0.01,0.01,0.01
wikitext12l_100m,muon_blog,2025,mainconf_reference_lr001_wikitext12l_100m_muon_blog_seed2025,lr/matrix,wandb_export_2026-07-18T13_41_36.300+08_00.csv,25,25,0.0,True,0.01,0.01,0.01,0.01
wikitext12l_100m,muon_blog,2024,mainconf_reference_lr001_wikitext12l_100m_muon_blog_seed2024,lr/matrix,wandb_export_2026-07-18T13_41_36.300+08_00.csv,25,25,0.0,True,0.01,0.01,0.01,0.01
owt12l_100m,muon_blog,2026,mainconf_reference_lr001_owt12l_100m_muon_blog_seed2026,lr/matrix,wandb_export_2026-07-18T13_41_36.300+08_00.csv,25,25,0.0,True,0.01,0.01,0.01,0.01
owt12l_100m,muon_blog,2025,mainconf_reference_lr001_owt12l_100m_muon_blog_seed2025,lr/matrix,wandb_export_2026-07-18T13_41_36.300+08_00.csv,25,25,0.0,True,0.01,0.01,0.01,0.01
