method,method_role,repeats,step_avg_ms_mean,step_avg_ms_median,step_avg_ms_stdev,step_avg_ms_cv_pct,step_avg_ms_minimum,step_avg_ms_maximum,steps_per_s_mean,steps_per_s_median,steps_per_s_stdev,steps_per_s_cv_pct,steps_per_s_minimum,steps_per_s_maximum,tokens_per_s_mean,tokens_per_s_median,tokens_per_s_stdev,tokens_per_s_cv_pct,tokens_per_s_minimum,tokens_per_s_maximum,timed_training_peak_allocated_bytes_mean,timed_training_peak_allocated_bytes_median,timed_training_peak_allocated_bytes_stdev,timed_training_peak_allocated_bytes_cv_pct,timed_training_peak_allocated_bytes_minimum,timed_training_peak_allocated_bytes_maximum,timed_training_peak_reserved_bytes_mean,timed_training_peak_reserved_bytes_median,timed_training_peak_reserved_bytes_stdev,timed_training_peak_reserved_bytes_cv_pct,timed_training_peak_reserved_bytes_minimum,timed_training_peak_reserved_bytes_maximum,k_state_bytes_mean,k_state_bytes_median,k_state_bytes_stdev,k_state_bytes_cv_pct,k_state_bytes_minimum,k_state_bytes_maximum,optimizer_state_bytes_mean,optimizer_state_bytes_median,optimizer_state_bytes_stdev,optimizer_state_bytes_cv_pct,optimizer_state_bytes_minimum,optimizer_state_bytes_maximum,timed_training_peak_allocated_mib_median,timed_training_peak_reserved_mib_median,k_state_mib_exact,optimizer_state_mib_median
muon,Muon baseline,4,7320.376387417127,7320.651253859978,8.124079899271797,0.11097899164360103,7310.255804921326,7329.947237027227,0.1366051239586053,0.13659987356257422,0.0001516195746611991,0.11099113288542789,0.13642663005110053,0.1367941186581722,71620.42723000926,71617.67451037491,79.49232355997076,0.11099113288542789,71526.8450162314,71719.51488305579,28213243904.0,28213243904.0,0.0,0.0,28213243904.0,28213243904.0,29286727680.0,29286727680.0,0.0,0.0,29286727680.0,29286727680.0,0.0,0.0,0.0,0.0,0.0,0.0,4466770072.0,4466770072.0,0.0,0.0,4466770072.0,4466770072.0,26906.24609375,27930.0,0.0,4259.843894958496
newton_full,original Newton-Muon control for LLaMA,4,7733.753508256996,7731.66840666272,4.832577813518827,0.06248683525223932,7730.755751486868,7740.921468215674,0.12930335723870343,0.12933819141828057,8.075034234948093e-05,0.0624503060662299,0.12918358674816857,0.12935345937008402,67792.19855996534,67810.46170230748,42.33643548972466,0.0624503060662299,67729.4043290238,67818.46650622261,37730156032.0,37730156032.0,0.0,0.0,37730156032.0,37730156032.0,38751174656.0,38751174656.0,0.0,0.0,38751174656.0,38751174656.0,6174277632.0,6174277632.0,0.0,0.0,6174277632.0,6174277632.0,10641047704.0,10641047704.0,0.0,0.0,10641047704.0,10641047704.0,35982.28076171875,36956.0,5888.25,10148.093894958496
down_none,Selective-none,4,7433.028554364682,7432.820795012958,3.72633288018359,0.050132094245695896,7428.723709315818,7437.748918116995,0.13453468948262245,0.13453842550870715,6.743964847552624e-05,0.05012807383350542,0.13444928176644724,0.13461262514662825,70534.92327946516,70536.88203310905,35.3577984199367,0.05012807383350542,70490.14503876709,70575.78401287543,30995667968.0,30995667968.0,0.0,0.0,30995667968.0,30995667968.0,32027705344.0,32027705344.0,0.0,0.0,32027705344.0,32027705344.0,1811939328.0,1811939328.0,0.0,0.0,1811939328.0,1811939328.0,6278709400.0,6278709400.0,0.0,0.0,6278709400.0,6278709400.0,29559.7724609375,30544.0,1728.0,5987.843894958496
down_diag,Selective-diag,4,7435.937704515709,7435.941867837755,3.8448752528029413,0.05170666304087,7432.011039010831,7439.856043376494,0.1344820573081617,0.13448197155745695,6.95362326516829e-05,0.05170669905230752,0.13441120287404934,0.13455308324368362,70507.32886198148,70507.28390391599,36.45701234448553,0.05170669905230752,70470.18073242958,70544.5669076644,30996866048.0,30996866048.0,0.0,0.0,30996866048.0,30996866048.0,32029802496.0,32029802496.0,0.0,0.0,32029802496.0,32029802496.0,1812731904.0,1812731904.0,0.0,0.0,1812731904.0,1812731904.0,6279501976.0,6279501976.0,0.0,0.0,6279501976.0,6279501976.0,29560.9150390625,30546.0,1728.755859375,5988.599754333496
