method,seed,final_val_loss,best_val_loss,tail5_val_loss_mean,validation_points,final_val_step,init_sha256,derived_script_sha256,k_cov_bytes,k_inv_bytes,k_state_bytes,activation_stat_bytes,precond_workspace_bytes,peak_memory_mib,source_summary,k_state_mib
global_diag,2024,3.2699,3.2699,3.27828,63,6200,dcd2b4aaa59b03d26ca117c77e518cd588fa907991f73a386629d058431e6176,87ca6c448bb2400fed7596300572ce86ae69ce111fe1209d7f8888c91b591b69,258048,258048,516096,258240,0,37704.0,PRIVATE_PATH_REDACTED,0.4921875
global_diag,2025,3.2691,3.2691,3.2774,63,6200,0abcd1466c19b502419173203779819e00d30996f4b235cb131d20641da3696a,87ca6c448bb2400fed7596300572ce86ae69ce111fe1209d7f8888c91b591b69,258048,258048,516096,258240,0,37704.0,PRIVATE_PATH_REDACTED,0.4921875
global_diag,2026,3.2699,3.2699,3.27818,63,6200,6fc95ba25ef8a8e8cde42489aa831276600dc31de2c92f558417f5098f6b0324,87ca6c448bb2400fed7596300572ce86ae69ce111fe1209d7f8888c91b591b69,258048,258048,516096,258240,0,37704.0,PRIVATE_PATH_REDACTED,0.4921875
