seed,mode,run_name,initial_val_loss,final_val_step,final_val_loss,best_val_loss,best_val_step,tail5_val_loss_mean,late6_val_loss_mean,normalized_val_auc,final_train_step,final_train_loss_step,time_elapsed_s_descriptive_only,peak_memory_mib,final_allocated_mib,k_state_mib,cproj_k_state_mib,non_cproj_k_state_mib,k_state_released_fraction,max_matrix_lr,max_adamw_lr,quality_eligible,memory_eligible,timing_eligible,source
2024,full,mainconf_wikitext103_24L_dual_alpha_seed2026_full_L24_D1024_lr0.01_seed2024,11.014638900756836,11500,4.884682655334473,4.884682655334473,11500,4.936968421936035,4.931098302205403,5.383971463079038,11980,5.1198954582214355,1169.2354936599731,10811.732421875,8965.69775390625,5472.0,4608.0,864.0,0.0,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2024,none,mainconf_wikitext103_24L_dual_alpha_seed2026_none_L24_D1024_lr0.01_seed2024,11.014638900756836,11500,4.855380535125732,4.855380535125732,11500,4.910637664794922,4.904208819071452,5.3853861041691,11980,5.052900791168213,1064.7520129680634,6203.57421875,4165.69775390625,864.0,0.0,864.0,0.8421052631578947,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2025,block4,mainconf_wikitext103_24L_dual_alpha_seed2026_block4_L24_D1024_lr0.01_seed2025,11.045639038085938,11500,5.0122270584106445,4.913864612579346,9500,4.975286388397217,4.976763168970744,5.399667428887409,11980,4.887342929840088,1141.8577411174774,7355.890625,5509.69775390625,2016.0,1152.0,864.0,0.631578947368421,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2025,block_alpha0,mainconf_wikitext103_24L_dual_alpha_seed2026_block_alpha0_L24_D1024_lr0.01_seed2025,11.045639038085938,11500,4.946091651916504,4.852747917175293,9500,4.9125550270080565,4.9168563683827715,5.363074427065642,11980,4.820118427276611,1137.2072155475616,7355.732421875,5509.69775390625,2016.0,1152.0,864.0,0.631578947368421,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2025,block_alpha0p25,mainconf_wikitext103_24L_dual_alpha_seed2026_block_alpha0p25_L24_D1024_lr0.01_seed2025,11.045639038085938,11500,4.97129487991333,4.8803391456604,10500,4.93646650314331,4.939870278040568,5.379696358805117,11980,4.832299709320068,1132.3619997501373,7355.890625,5509.69775390625,2016.0,1152.0,864.0,0.631578947368421,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2025,block_alpha0p5,mainconf_wikitext103_24L_dual_alpha_seed2026_block_alpha0p5_L24_D1024_lr0.01_seed2025,11.045639038085938,11500,4.977417945861816,4.874897003173828,9500,4.939651107788086,4.941587130228679,5.374937866045081,11980,4.847003936767578,1134.422224521637,7355.732421875,5509.69775390625,2016.0,1152.0,864.0,0.631578947368421,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2025,block_alpha0p75,mainconf_wikitext103_24L_dual_alpha_seed2026_block_alpha0p75_L24_D1024_lr0.01_seed2025,11.045639038085938,11500,4.990493297576904,4.891399383544922,9500,4.955465793609619,4.95863938331604,5.386546663616015,11980,4.844160079956055,1141.3229720592499,7355.890625,5509.69775390625,2016.0,1152.0,864.0,0.631578947368421,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2025,dense_alpha0,mainconf_wikitext103_24L_dual_alpha_seed2026_dense_alpha0_L24_D1024_lr0.01_seed2025,11.045639038085938,11500,4.938378810882568,4.848965644836426,10500,4.90963306427002,4.911314407984416,5.36309261943983,11980,4.8226518630981445,1173.3575088977814,10811.732421875,8965.69775390625,5472.0,4608.0,864.0,0.0,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2025,dense_alpha0p25,mainconf_wikitext103_24L_dual_alpha_seed2026_dense_alpha0p25_L24_D1024_lr0.01_seed2025,11.045639038085938,11500,4.987709999084473,4.894530296325684,9500,4.953488826751709,4.955743074417114,5.387973308563232,11980,4.880284309387207,1167.3618426322937,10811.732421875,8965.69775390625,5472.0,4608.0,864.0,0.0,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2025,dense_alpha0p5,mainconf_wikitext103_24L_dual_alpha_seed2026_dense_alpha0p5_L24_D1024_lr0.01_seed2025,11.045639038085938,11500,5.000935077667236,4.900933265686035,9500,4.96225061416626,4.963358640670776,5.389216288276341,11980,4.872511386871338,1180.132984161377,10811.732421875,8965.69775390625,5472.0,4608.0,864.0,0.0,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2025,dense_alpha0p75,mainconf_wikitext103_24L_dual_alpha_seed2026_dense_alpha0p75_L24_D1024_lr0.01_seed2025,11.045639038085938,11500,4.996337413787842,4.897235870361328,9500,4.962213611602783,4.963788588841756,5.388684739237246,11980,4.90895938873291,1173.0689542293549,10812.048828125,8965.69775390625,5472.0,4608.0,864.0,0.0,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2025,diag,mainconf_wikitext103_24L_dual_alpha_seed2026_diag_L24_D1024_lr0.01_seed2025,11.045639038085938,11500,4.942119598388672,4.841143608093262,9500,4.905918979644776,4.910791476567586,5.3623992671137275,11980,4.814823627471924,1083.4860167503357,6204.640625,4358.44775390625,864.75,0.75,864.0,0.8419682017543859,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2025,full,mainconf_wikitext103_24L_dual_alpha_seed2026_full_L24_D1024_lr0.01_seed2025,11.045639038085938,11500,5.009964942932129,4.912058353424072,9500,4.979730892181396,4.981708129247029,5.400577586630116,11980,4.869625091552734,1165.6306211948395,10811.890625,8965.69775390625,5472.0,4608.0,864.0,0.0,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2025,none,mainconf_wikitext103_24L_dual_alpha_seed2026_none_L24_D1024_lr0.01_seed2025,11.045639038085938,11500,4.954006671905518,4.8592119216918945,9500,4.921609115600586,4.92431378364563,5.370909431706304,11980,4.821503639221191,1064.5658786296844,6203.732421875,4165.69775390625,864.0,0.0,864.0,0.8421052631578947,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2026,block4,mainconf_wikitext103_24L_dual_alpha_seed2026_block4_L24_D1024_lr0.01_seed2026,11.038858413696289,11500,4.993467807769775,4.857961177825928,10500,5.003292655944824,4.984179655710856,5.3899111644081446,11980,5.350029468536377,1145.319997549057,7355.890625,5509.69775390625,2016.0,1152.0,864.0,0.631578947368421,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2026,block_alpha0,mainconf_wikitext103_24L_dual_alpha_seed2026_block_alpha0_L24_D1024_lr0.01_seed2026,11.038858413696289,11500,4.945267677307129,4.807529926300049,10500,4.953527736663818,4.9354902903238935,5.364766639211903,11980,5.27922248840332,1135.8108038902283,7355.732421875,5509.69775390625,2016.0,1152.0,864.0,0.631578947368421,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2026,block_alpha0p25,mainconf_wikitext103_24L_dual_alpha_seed2026_block_alpha0p25_L24_D1024_lr0.01_seed2026,11.038858413696289,11500,4.959171295166016,4.824311256408691,10500,4.970246124267578,4.952301502227783,5.373557132223378,11980,5.297079086303711,1135.826933145523,7356.048828125,5509.69775390625,2016.0,1152.0,864.0,0.631578947368421,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2026,block_alpha0p5,mainconf_wikitext103_24L_dual_alpha_seed2026_block_alpha0p5_L24_D1024_lr0.01_seed2026,11.038858413696289,11500,4.968581199645996,4.8341169357299805,10500,4.977258586883545,4.960638125737508,5.379067980724832,11980,5.316123962402344,1129.845861673355,7355.732421875,5509.69775390625,2016.0,1152.0,864.0,0.631578947368421,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2026,block_alpha0p75,mainconf_wikitext103_24L_dual_alpha_seed2026_block_alpha0p75_L24_D1024_lr0.01_seed2026,11.038858413696289,11500,4.973470211029053,4.84114933013916,10500,4.984554290771484,4.965713262557983,5.378921892331994,11980,5.317893981933594,1134.0985922813416,7355.732421875,5509.69775390625,2016.0,1152.0,864.0,0.631578947368421,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2026,dense_alpha0,mainconf_wikitext103_24L_dual_alpha_seed2026_dense_alpha0_L24_D1024_lr0.01_seed2026,11.038858413696289,11500,4.941381931304932,4.812018394470215,10500,4.952452278137207,4.936501185099284,5.363788158997245,11980,5.259342193603516,1182.8765647411346,10811.890625,8965.69775390625,5472.0,4608.0,864.0,0.0,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2026,dense_alpha0p25,mainconf_wikitext103_24L_dual_alpha_seed2026_dense_alpha0p25_L24_D1024_lr0.01_seed2026,11.038858413696289,11500,4.964378833770752,4.834568977355957,10500,4.978692054748535,4.959835688273112,5.3749520364015,11980,5.305424213409424,1188.453530550003,10811.732421875,8965.69775390625,5472.0,4608.0,864.0,0.0,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2026,dense_alpha0p5,mainconf_wikitext103_24L_dual_alpha_seed2026_dense_alpha0p5_L24_D1024_lr0.01_seed2026,11.038858413696289,11500,4.967476844787598,4.830758094787598,10500,4.973868083953858,4.955173810323079,5.376637251480766,11980,5.301258087158203,1171.8287224769592,10811.890625,8965.69775390625,5472.0,4608.0,864.0,0.0,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2026,dense_alpha0p75,mainconf_wikitext103_24L_dual_alpha_seed2026_dense_alpha0p75_L24_D1024_lr0.01_seed2026,11.038858413696289,11500,4.974307060241699,4.85371208190918,10500,4.9896315574646,4.970709800720215,5.384040480074675,11980,5.3692450523376465,1168.4791588783264,10811.890625,8965.69775390625,5472.0,4608.0,864.0,0.0,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2026,diag,mainconf_wikitext103_24L_dual_alpha_seed2026_diag_L24_D1024_lr0.01_seed2026,11.038858413696289,11500,4.937057018280029,4.820085525512695,10500,4.95564603805542,4.936597426732381,5.363118700359179,11980,5.335092544555664,1080.2287714481354,6204.640625,4358.44775390625,864.75,0.75,864.0,0.8419682017543859,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2026,full,mainconf_wikitext103_24L_dual_alpha_seed2026_full_L24_D1024_lr0.01_seed2026,11.038858413696289,11500,4.9985857009887695,4.859752178192139,10500,5.005490398406982,4.986005067825317,5.39328558548637,11980,5.338573932647705,1184.2879657745361,10811.890625,8965.69775390625,5472.0,4608.0,864.0,0.0,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
2026,none,mainconf_wikitext103_24L_dual_alpha_seed2026_none_L24_D1024_lr0.01_seed2026,11.038858413696289,11500,4.957336902618408,4.822442531585693,10500,4.966772079467773,4.948301474253337,5.374705076217651,11980,5.270605564117432,1064.2674527168274,6203.732421875,4165.69775390625,864.0,0.0,864.0,0.8421052631578947,0.01,0.0009584089388519308,True,True,False,W&B export bundle 2026-07-24
