method,lr_level,n_seeds,final_val_loss_mean,final_val_loss_std,tail5_val_loss_mean,tail5_val_loss_std,normalized_val_auc_mean,normalized_val_auc_std
diag,low_0.9x,3,3.2624666666666666,0.00030550504633037993,3.2705599999999997,0.00030199337741079377,3.619163172043011,0.0008185441495732819
muon,high_1.0x,3,3.2775999999999996,0.0010440306508908656,3.2863733333333336,0.0010002666311203794,3.632619623655914,0.0006599841217246715
