comparison,final_val_loss_delta_nm_minus_muon,final_val_loss_delta_pct_nm_minus_muon,final_perplexity_delta_nm_minus_muon,final_perplexity_delta_pct_nm_minus_muon,train_time_overhead_s_nm_minus_muon,train_time_overhead_pct_nm_minus_muon,step_avg_overhead_ms_nm_minus_muon,step_avg_overhead_pct_nm_minus_muon,normalized_val_auc_delta_nm_minus_muon,nm_lower_loss_points,total_val_points,nm_lower_loss_point_fraction,observed_loss_gap_muon_minus_nm,official_loss_gap_muon_minus_nm,official_gap_reproduced_pct,common_target_val_loss,nm_time_to_common_target_s,muon_time_to_common_target_s,nm_time_advantage_at_common_target_s,nm_step_advantage_at_common_target
newton_muon_block4_minus_muon,-0.013200000000000323,-0.40280744583461464,-0.34745115347388733,-1.3113262066350226,131.30299999999988,1.8158280719776128,21.2800000000002,1.8151575894570906,-0.015147580645160641,59,63,0.9365079365079365,0.013200000000000323,0.018200000000000216,72.52747252747344,3.277,6996.666409836066,7231.026,234.35959016393372,306.5573770491792
