seed,muon_learning_rate,method,method_label,max_iters,lr_decay_iters,last_val_step,last_val_tokens,last_val_tokens_millions,final_val_loss,best_val_loss,best_val_step,best_val_tokens,best_val_tokens_millions,final_minus_best_val,val_loss_at_2500,val_loss_at_5000,val_loss_at_10000,val_loss_late_mean_9000_11500,final_train_eval_step,final_train_eval_loss,best_train_eval_loss,best_train_eval_step,last_train_loss_step,last_train_loss,best_train_loss_step,best_train_loss,time_elapsed_sec_at_last_train_log,nominal_tokens_per_sec_to_last_train_log,current_memory_step,current_memory_mib,peak_memory_mib,k_state_mib,full_k_state_mib,k_state_released_mib,k_state_released_fraction
2024,0.01,muon,Muon,12000,3000,11500,11776000.0,11.776,5.758753776550293,5.593830585479736,10000,10240000.0,10.24,0.16492319107055664,5.871514320373535,6.038822174072266,5.593830585479736,5.710182269414266,11500.0,5.718124866485596,5.584287643432617,10000.0,11980.0,5.802555561065674,6600.0,4.718545436859131,2146.401732444763,5715.388603431301,11980.0,3061.69775390625,5147.57421875,0.0,0.0,0.0,0.0
2024,0.01,newton,Newton-Muon,12000,3000,11500,11776000.0,11.776,5.576028823852539,5.436427116394043,10000,10240000.0,10.24,0.1396017074584961,5.820323467254639,5.955188274383545,5.436427116394043,5.5442765553792315,11500.0,5.504014492034912,5.4192728996276855,10000.0,11980.0,5.621482849121094,11240.0,4.569986820220947,2637.9366812705994,4650.422463548737,11980.0,8965.69775390625,10811.890625,5472.0,5472.0,0.0,0.0
2024,0.01,selective_all_cproj,Selective-All-c_proj (84%),12000,3000,11500,11776000.0,11.776,5.517842769622803,5.381771087646484,10000,10240000.0,10.24,0.13607168197631836,5.810919761657715,5.933268070220947,5.381771087646484,5.491862614949544,11500.0,5.440147399902344,5.374436378479004,10000.0,11980.0,5.532821178436279,11840.0,4.50472354888916,2287.3361394405365,5363.234457966696,11980.0,4165.69775390625,6203.732421875,864.0,5472.0,4608.0,0.8421052631578947
2025,0.01,muon,Muon,12000,3000,11500,11776000,11.776,5.749067306518555,5.6123762130737305,9000,9216000,9.216,0.13669109344482422,6.053881645202637,5.726181507110596,5.675327777862549,5.7254743576049805,11500,5.8969621658325195,5.544877052307129,8000,11980,5.337779521942139,11520,4.690855026245117,1088.1310548782349,11273.936117348267,11980,3061.69775390625,5147.57421875,0.0,0.0,0.0,0.0
2025,0.01,newton,Newton-Muon,12000,3000,11500,11776000,11.776,5.4987688064575195,5.430534362792969,11000,11264000,11.264,0.06823444366455078,6.000971794128418,5.640660285949707,5.469789981842041,5.513372818628947,11500,5.643599510192871,5.381195068359375,8000,11980,5.10093879699707,11180,4.486178398132324,1386.3218307495117,8848.969790346297,11980,8965.69775390625,10811.732421875,5472.0,5472.0,0.0,0.0
2025,0.01,selective_all_cproj,Selective-All-c_proj (84%),12000,3000,11500,11776000,11.776,5.432806968688965,5.382360935211182,11000,11264000,11.264,0.0504460334777832,5.986376762390137,5.60312557220459,5.413901329040527,5.460697730382283,11500,5.586459159851074,5.33786678314209,10500,11980,4.987332344055176,11180,4.414748668670654,1163.239738702774,10545.994597537167,11980,4165.69775390625,6203.732421875,864.0,5472.0,4608.0,0.8421052631578947
2026,0.01,muon,Muon,12000,3000,11500,11776000,11.776,5.769625663757324,5.550718784332275,7000,7168000,7.168,0.21890687942504883,6.059494972229004,5.846987247467041,5.657566070556641,5.708371162414551,11500,5.714913368225098,5.583230972290039,7000,11980,6.08167839050293,9240,4.358270645141602,1073.9117767810822,11423.21023498818,11980,3061.69775390625,5147.57421875,0.0,0.0,0.0,0.0
2026,0.01,newton,Newton-Muon,12000,3000,11500,11776000,11.776,5.525404930114746,5.3589887619018555,11000,11264000,11.264,0.16641616821289062,5.993319034576416,5.743441581726074,5.465719699859619,5.507490317026774,11500,5.47106409072876,5.4027934074401855,10000,11980,5.783324241638184,9240,4.110426902770996,1341.4935851097107,9144.672875194354,11980,8965.69775390625,10811.890625,5472.0,5472.0,0.0,0.0
2026,0.01,selective_all_cproj,Selective-All-c_proj (84%),12000,3000,11500,11776000,11.776,5.461824893951416,5.302097320556641,11000,11264000,11.264,0.1597275733947754,5.983129978179932,5.716031551361084,5.410126209259033,5.460818370183309,11500,5.410800457000732,5.355286598205566,10000,11980,5.6595869064331055,9240,4.00632905960083,1140.725742340088,10754.136200025061,11980,4165.69775390625,6203.732421875,864.0,5472.0,4608.0,0.8421052631578947
